"skuDisplayName","parentDisplayName","sku","parentSku","itemQty","skuGrossWeight","parentGrossWeight","expectedGrossWeight"
"Katyayani Bhannat Biostimulant 1 Ltr  x 10","Katyayani Bhannat Biostimulant 1 Ltr x 1","K-145","K-142",10,11,1.1,
"Katyayani Bhannat Biostimulant 1 Ltr x 5","Katyayani Bhannat Biostimulant 1 Ltr x 1","K-144","K-142",5,5.5,1.1,
"Katyayani Catalyser - Silicon Super Spreader 900ml x 10","Katyayani Catalyser - Silicon Super Spreader 900ml x 1","K-35","K-32",10,9.9,0.99,
"Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 25 ltr x 1","Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 25 ltr x 1","K-6369","K-6369",1,27.5,27.5,
"Katyayani zinc edta 12 % 235gm x 2","Katyayani zinc edta 12 % 235gm x 1","K-874","K-5302",2,0.517,0.2585,
"Katyayani Organic Potash 50 Kg x 20","Katyayani Organic Potash Farmer 50 KG x 1","K-129","K-5176",20,1100,55,
"Katyayani Humic+FULVIC 250gm X 1","Katyayani Humic+FULVIC 250gm X 1","K-1176","K-1176",1,0.275,0.275,
"Katyayani NPK 00 52 34 1kg x 20","Katyayani NPK 00 52 34 1kg x 1","K-6291","K-6227",20,22,1.1,
"Katyayani Seaweed Extract Liquid 500ml x 2","Katyayani Seaweed Extract Liquid 500ml x 1","K-10508","K-59",2,1.1,0.55,
"Katyayani NPK 00 00 50 470gm x 20","Katyayani NPK 00 00 50 470gm x 1","K-949","K-945",20,10.34,0.517,
"Katyayani Calcium EDTA 25 KG x 1","Katyayani Calcium EDTA 25 KG x 1","K-1319","K-1319",1,27.5,27.5,
"Katyayani NPK 00 00 50 950 gm x 1","Katyayani NPK 00 00 50 950 gm x 1","K-10528","K-10528",1,1.045,1.045,
"Katyayani Catalyser - Silicon Super Spreader 250ml x 1","Katyayani Catalyser - Silicon Super Spreader 250ml x 1","K-31","K-31",1,0.275,0.275,
"Katyayani compost activator 100ml x 1","Katyayani compost activator 100ml x 1","K-5830","K-5830",1,0.11,0.11,
"Katyayani Humic+FULVIC 800gm x 4","Katyayani Humic+FULVIC 800gm x 1","K-26","K-24",4,3.52,0.88,
"Katyayani NPK 00 52 34 950gm x 1","Katyayani NPK 00 52 34 950gm x 1","K-1150","K-1150",1,1.045,1.045,
"Katyayani Calcium EDTA 50gm x 1","Katyayani Calcium EDTA 50gm x 1","K-5247","K-5247",1,0.055,0.055,
"Katyayani Calcium EDTA 10 KG x 1","Katyayani Calcium EDTA 10 KG x 1","K-6638","K-6638",1,11,11,
"Katyayani Seaweed Extract Powder 25 kg x 1","Katyayani Seaweed Extract Powder 25 kg x 1","K-6258","K-6258",1,27.5,27.5,
"Katyayani Boron 20% 250gm x 1","Katyayani Boron 20% 250gm x 1","K-5069","K-5069",1,0.275,0.275,
"Katyayani MYCORRHIZA 470gm x 1","Katyayani MYCORRHIZA 470gm x 1","K-980","K-980",1,0.517,0.517,
"Katyayani Acetobacter spp 1 Ltr x 3","Katyayani Acetobacter spp 1 Ltr x 1","K-82","K-81",3,3.3,1.1,
"Katyayani Forchlorfenuron 0.1%-(CPPU) 1000ml x 10","Katyayani Forchlorfenuron 0.1%-(CPPU) 1000ml x 1","K-5429","K-126",10,11,1.1,
"Katyayani epsom salt 530gm x 1","Katyayani epsom salt 530gm x 1","K-5080","K-5080",1,0.583,0.583,
"Katyayani Mix micronutrient 30 gm x 1","Katyayani Mix micronutrient 30 gm x 1","K-5001","K-5001",1,0.033,0.033,
"Katyayani Mix micronutrient 100gm x 2","Katyayani Mix micronutrient 100gm x 1","K-1171","K-06",2,0.22,0.11,
"Katyayani Rootfast 100 gm x 80","Katyayani Rootfast 100gm x 1","K-1303","K-1298",80,8.8,0.11,
"Katyayani Magnesium Sulfate / Epsom salt 50 KG X 1","Katyayani Magnesium Sulfate / Epsom salt 50 KG X 1","K-6225","K-6225",1,55,55,
"Katyayani zinc edta 12 % 450gm x 20","Katyayani zinc edta 12 % 450gm x 1","K-162","K-158",20,9.9,0.495,
"Katyayani Gibberellic Acid 0.001% PGR 250 ml x 1","Katyayani Gibberellic Acid 0.001% PGR 250 ml x 1","K-52","K-52",1,0.275,0.275,
"Katyayani zinc edta 12 % 970gm x 1","Katyayani zinc edta 12 % 970gm x 1","K-5324","K-5324",1,1.067,1.067,
"Katyayani Catalyser - Silicon Super Spreader 900ml x 5","Katyayani Catalyser - Silicon Super Spreader 900ml x 1","K-34","K-32",5,4.95,0.99,
"Katyayani Gibberellic Acid 0.001% PGR 1 Ltr x 3","Katyayani Gibberellic Acid 0.001% PGR 1 Ltr x 1","K-55","K-54",3,3.3,1.1,
"Katyayani Sulphur & Iron Bacteria 1 Ltr x 1","Katyayani Sulphur & Iron Bacteria 1 Ltr x 1","K-97","K-97",1,1.1,1.1,
"Katyayani Mix micronutrient 1kg x 25","Katyayani Mix micronutrient 1kg x 1","K-5213","K-6633",25,27.5,1.1,
"Katyayani Seaweed Extract Liquid 250ml x 2","Katyayani Seaweed Extract Liquid 250ml x 1","K-1126","K-58",2,0.55,0.275,
"Katyayani Forchlorfenuron 0.1%-(CPPU) 250ml x 1","Katyayani Forchlorfenuron 0.1%-(CPPU) 250ml x 1","K-124","K-124",1,0.275,0.275,
"Katyayani Copper 12% Edta 450 gm x 2","Katyayani Copper 12% Edta 450 gm x 1","K-6048","K-6047",2,0.99,0.495,
"Katyayani Seaweed Extract Liquid 25 Ltr x 2","Katyayani seaweed extract liquid 25 LTR X 1","K-64","K-6062",2,55,27.5,
"Katyayani Hydroponic Leafy B 400ml x 1","Katyayani Hydroponic Leafy B 400ml x 1","K-1327","K-1327",1,0.44,0.44,
"Katyayani Azospirillum spp 1 Ltr x 5","Katyayani Azospirillum spp 1 Ltr x 1","K-79","K-77",5,5.5,1.1,
"Katyayani compost activator 1 Ltr x 5","Katyayani compost activator 1 Ltr x 1","K-103","K-101",5,5.5,1.1,
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 5","Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 1","K-135","K-132",5,5.5,1.1,
"Katyayani NPK 13 00 45 470gm x 4","Katyayani NPK 13 00 45 470gm x 1","K-941","K-939",4,2.068,0.517,
"Katyayani Ph Up 900 ml x 1","Katyayani Ph Up 900 ml x 1","K-984","K-984",1,0.99,0.99,
"Katyayani Nutritious - Triacontanol 0.1% EW 1 Ltr x 10","Katyayani Nutritious - Triacontanol 0.1% EW 1 Ltr x 1","K-140","K-137",10,11,1.1,
"Katyayani Forchlorfenuron 0.1%-(CPPU) 1000ml x 5","Katyayani Forchlorfenuron 0.1%-(CPPU) 1000ml x 1","K-127","K-126",5,5.5,1.1,
"Katyayani NPK 00 00 50 470gm x 10","Katyayani NPK 00 00 50 470gm x 1","K-948","K-945",10,5.17,0.517,
"Katyayani Seaweed Extract Liquid 1 Ltr x 20","Katyayani Seaweed Extract Liquid 1Ltr x 1","K-63","K-5475",20,22,1.1,
"Katyayani NPK 13 00 45 470gm x 2","Katyayani NPK 13 00 45 470gm x 1","K-940","K-939",2,1.034,0.517,
"Katyayani Calcium Nitrate 397gm x 1","Katyayani Calcium Nitrate 397gm x 1","K-5858","K-5858",1,0.4367,0.4367,
"Katyayani Boron 20% EDTA 30gm x 3","Katyayani Boron 20% EDTA 30 GM X 1","K-930","K-5301",3,0.099,0.033,
"Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 5","Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 1","K-95","K-93",5,5.5,1.1,
"Katyayani cow manure 9.5KG x 1","Katyayani cow manure 9.5KG x 1","K-47","K-47",1,10.45,10.45,
"Katyayani seaweed extract liquid 25 LTR X 1","Katyayani seaweed extract liquid 25 LTR X 1","K-6062","K-6062",1,27.5,27.5,
"Katyayani Bhannat Biostimulant 1 Ltr x 1","Katyayani Bhannat Biostimulant 1 Ltr x 1","K-142","K-142",1,1.1,1.1,
"Katyayani Manganese EDTA 12% 950gm x 1","Katyayani Manganese EDTA 12% 950gm x 1","K-5239","K-5239",1,1.045,1.045,
"Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 10","Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 1","K-88","K-85",10,11,1.1,
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 500ml x 1","Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 500ml x 1","K-1148","K-1148",1,0.55,0.55,
"Katyayani Boron 20% 500gm x 1","Katyayani Boron 20% 500gm x 1","K-6027","K-6027",1,0.55,0.55,
"Katyayani Organic Potash 950gm x 1","Katyayani Organic Potash 950gm x 1","K-1115","K-1115",1,1.045,1.045,
"Katyayani NPK 00 00 50 100gm x 1","Katyayani NPK 00 00 50 100gm x 1","K-5474","K-5474",1,0.11,0.11,
"Katyayani Catalyser - Silicon Super Spreader 250 ML x 3","Katyayani Catalyser - Silicon Super Spreader 250ml x 1","K-1165","K-31",3,0.825,0.275,
"Katyayani Forchlorfenuron 0.1%-(CPPU) 250ml x 3","Katyayani Forchlorfenuron 0.1%-(CPPU) 250ml x 1","K-125","K-124",3,0.825,0.275,
"Katyayani Potash Mobilizing Bacteria 50 ltr x 1","Katyayani Potash Mobilizing Bacteria 50 ltr x 1","K-5827","K-5827",1,55,55,
"Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 1","Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 1","K-109","K-109",1,1.1,1.1,
"Katyayani NPK 00 52 34 9.4 Kg x 1","Katyayani NPK 00 52 34 9.4 Kg x 1","K-120","K-120",1,10.34,10.34,
"Katyayani zinc edta 12 % 450gm x 2","Katyayani zinc edta 12 % 450gm x 1","K-159","K-158",2,0.99,0.495,
"Katyayani Calcium EDTA 470gm x 2","Katyayani Calcium EDTA 470gm x 1","K-1315","K-1314",2,1.034,0.517,
"Katyayani Organic Potash Farmer 25Kg x 1","Katyayani Organic Potash Farmer 25Kg x 1","K-5064","K-5064",1,27.5,27.5,
"Katyayani Nutritious - Triacontanol 0.1% EW 1 Ltr x 3","Katyayani Nutritious - Triacontanol 0.1% EW 1 Ltr x 1","K-138","K-137",3,3.3,1.1,
"Katyayani Calcium EDTA 470gm x 1","Katyayani Calcium EDTA 470gm x 1","K-1314","K-1314",1,0.517,0.517,
"Katyayani Boron 20% EDTA 970gm x 1","Katyayani Boron 20% EDTA 970gm x 1","K-5192","K-5192",1,1.067,1.067,
"Katyayani Azotobacter spp 1 Ltr x 5","Katyayani Azotobacter spp 1 Ltr x 1","K-75","K-73",5,5.5,1.1,
"Katyayani Rootfast 50 gm x 1","Katyayani Rootfast 50 gm x 1","K-6390","K-6390",1,0.055,0.055,
"Katyayani zinc edta 12 % 450gm x 1","Katyayani zinc edta 12 % 450gm x 1","K-158","K-158",1,0.495,0.495,
"Katyayani NPK 00 00 50 1kg x 10","Katyayani NPK 00 00 50 1kg x 1","K-6298","K-5224",10,11,1.1,
"Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 10","Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 1","K-96","K-93",10,11,1.1,
"Katyayani NPK 00 52 34 1 kg x 5","Katyayani NPK 00 52 34 1kg x 1","K-5874","K-6227",5,5.5,1.1,
"Katyayani Mono Potassium Phosphate 310 gm x 2","Katyayani Mono Potassium Phosphate 310gm x 1","K-10510","K-871",2,0.682,0.341,
"Katyayani Seaweed Extract Liquid 1000ml x 2","Katyayani Seaweed Extract Liquid 1Ltr x 1","K-5336","K-5475",2,2.2,1.1,
"Katyayani NPK 00 52 34 1kg x 1","Katyayani NPK 00 52 34 1kg x 1","K-6227","K-6227",1,1.1,1.1,
"Katyayani Acetobacter spp 25ltr x 1","Katyayani Acetobacter spp 25ltr x 1","K-5991","K-5991",1,27.5,27.5,
"Katyayani Hydroponic Leafy A 400ml x 1","Katyayani Hydroponic Leafy A 400ml x 1","K-1326","K-1326",1,0.44,0.44,
"Katyayani Boron 20% EDTA 90gm x 1","Katyayani Boron 20% EDTA 90gm x 1","K-5446","K-5446",1,0.099,0.099,
"Katyayani Mix micronutrient 1kg x 1","Katyayani Mix micronutrient 1kg x 1","K-6633","K-6633",1,1.1,1.1,
"Katyayani NPK 00 52 34 1kg x 3","Katyayani NPK 00 52 34 1kg x 1","K-6289","K-6227",3,3.3,1.1,
"Katyayani Manganese EDTA 12% 1kg x 1","Katyayani Manganese EDTA 12% 1kg x 1","K-5046","K-5046",1,1.1,1.1,
"Katyayani Seaweed Extract Liquid 160ml x 1","Katyayani Seaweed Extract Liquid 160ml x 1","K-1201","K-1201",1,0.176,0.176,
"Katyayani Azospirillum spp 1 Ltr x 1","Katyayani Azospirillum spp 1 Ltr x 1","K-77","K-77",1,1.1,1.1,
"Katyayani Nutritious - Triacontanol 0.1% EW 1 Ltr x 1","Katyayani Nutritious - Triacontanol 0.1% EW 1 Ltr x 1","K-137","K-137",1,1.1,1.1,
"Katyayani Seaweed Extract Liquid 1Ltr x 1","Katyayani Seaweed Extract Liquid 1Ltr x 1","K-5475","K-5475",1,1.1,1.1,
"Katyayani Boron 20% EDTA 400gm x 2","Boron 20% EDTA 400 gm x 1","K-5331","K-7274",2,0.88,0.44,
"Katyayani Rock Phosphate 950gm x 2","Katyayani Rock Phosphate 950gm x 1","K-1155","K-166",2,2.09,1.045,
"Katyayani Humic+FULVIC 800 gm x 6","Katyayani Humic+FULVIC 800gm x 1","K-10503","K-24",6,5.28,0.88,
"Katyayani Ph Down 1Ltr x 1","Katyayani Ph Down 1Ltr x 1","K-5912","K-5912",1,1.1,1.1,
"Katyayani Copper 12% Edta 250gm x 1","Katyayani Copper 12% Edta 250gm x 1","K-5267","K-5267",1,0.275,0.275,
"Katyayani Magnesium Sulfate / Epsom salt 30kg x 1","Katyayani Magnesium Sulfate / Epsom salt 30kg x 1","K-5212","K-5212",1,33,33,
"Katyayani Humic+FULVIC 800gm x 6","Katyayani Humic+FULVIC 800gm x 1","K-1061","K-24",6,5.28,0.88,
"Katyayani npk 19 19 19 470gm x 4","Katyayani npk 19 19 19 470 gm x 1","K-1132","K-39",4,2.068,0.517,
"Katyayani Bloom Booster - Homobrassinolide 0.04 % 1000ml x 1","Katyayani Bloom Booster - Homobrassinolide 0.04 % 1000ml x 1","K-67","K-67",1,1.1,1.1,
"Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 1 Ltr x 5","Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 1 Ltr x 1","K-115","K-113",5,5.5,1.1,
"Katyayani Boron 20% 25kg x 1","Katyayani Boron 20% 25kg x 1","K-157","K-157",1,27.5,27.5,
"Katyayani Calcium Nitrate 470gm x 20","Katyayani Calcium Nitrate 470gm x 1","K-5011","K-5007",20,10.34,0.517,
"Katyayani Prom 50 Kg x 20","Katyayani Prom Farmer 50 KG x 1 ","K-128","K-5174",20,1100,55,
"Katyayani Gardening Soil 50KG x 1","Katyayani Gardening Soil 50KG x 1","K-50","K-50",1,55,55,
"Katyayani zinc edta 12 % 25kg x 1","Katyayani zinc edta 12 % 25kg x 1","K-163","K-163",1,27.5,27.5,
"Katyayani Catalyser - Silicon Super Spreader 900ml x 1","Katyayani Catalyser - Silicon Super Spreader 900ml x 1","K-32","K-32",1,0.99,0.99,
"Katyayani Calcium Nitrate - Hydroponic 880gm x 2","Katyayani Calcium Nitrate - Hydroponic 880gm x 1 ","K-866","K-865",2,1.936,0.968,
"Katyayani Mix micronutrient 10 gm x 1","Katyayani Mix micronutrient 10 gm x 1","K-5002","K-5002",1,0.011,0.011,
"Katyayani Humic+FULVIC 25kg x 1","Katyayani Humic+FULVIC 25kg x 1","K-1179","K-1179",1,27.5,27.5,
"Katyayani Bhannat Biostimulant 250ml x 1","Katyayani Bhannat Biostimulant 250ml x 1","K-141","K-141",1,0.275,0.275,
"Katyayani Prom 950gm x 1","Katyayani Prom 950gm x 1","K-1107","K-1107",1,1.045,1.045,
"Katyayani Catalyser - Silicon Super Spreader 1000ml x 1","Katyayani Catalyser - Silicon Super Spreader 1000ml x 1","K-1198","K-1198",1,1.1,1.1,
"Katyayani Calcium Nitrate 470gm x 2","Katyayani Calcium Nitrate 470gm x 1","K-5008","K-5007",2,1.034,0.517,
"Katyayani NPK 00 00 50 470gm x 2","Katyayani NPK 00 00 50 470gm x 1","K-946","K-945",2,1.034,0.517,
"Katyayani Humic+FULVIC 500 Gm x 1","Katyayani Humic+FULVIC 500 Gm x 1","K-5470","K-5470",1,0.55,0.55,
"Katyayani cow manure 1.9KG x 1","Katyayani cow manure 1.9KG x 1","K-46","K-46",1,2.09,2.09,
"Katyayani Copper 12% Edta 450 gm x 1","Katyayani Copper 12% Edta 450 gm x 1","K-6047","K-6047",1,0.495,0.495,
"Katyayani Humic+FULVIC 800gm x 50","Katyayani Humic+FULVIC 800gm x 1","K-1217","K-24",50,44,0.88,
"Katyayani zinc edta 12 % 10kg x 1","Katyayani zinc edta 12 % 10kg x 1","K-6635","K-6635",1,11,11,
"Katyayani Gibberellic Acid 0.001% PGR 250ml x 3","Katyayani Gibberellic Acid 0.001% PGR 250 ml x 1","K-53","K-52",3,0.825,0.275,
"Katyayani zinc edta 12 % 100gm x 1","Katyayani zinc edta 12 % 100gm x 1","K-5907","K-5907",1,0.11,0.11,
"Katyayani Npk 19 19 19 1 kg x 20","Katyayani npk 19 19 19 1 Kg  x 1","K-6288","K-40",20,22,1.1,
"Katyayani Azospirillum spp 1 Ltr x 10","Katyayani Azospirillum spp 1 Ltr x 1","K-80","K-77",10,11,1.1,
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 10","Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 1","K-136","K-132",10,11,1.1,
"Katyayani Potash Mobilizing Bacteria 1 Ltr x 1","Katyayani Potash Mobilizing Bacteria 1 Ltr x 1","K-89","K-89",1,1.1,1.1,
"Katyayani Gibberellic Acid 0.001% PGR 250 ml x 2","Katyayani Gibberellic Acid 0.001% PGR 250 ml x 1","K-6605","K-52",2,0.55,0.275,
"Katyayani npk 19 19 19 470 gm x 2","Katyayani npk 19 19 19 470 gm x 1","K-1131","K-39",2,1.034,0.517,
"Katyayani Seaweed Extract Liquid 100ml x 1","Katyayani Seaweed Extract Liquid 100ml x 1","K-6581","K-6581",1,0.11,0.11,
"Katyayani Epsom Salt 970gm x 2","Katyayani Epsom Salt 970gm x 1","K-1160","K-1161",2,2.134,1.067,
"Katyayani Rhizobium spp 25LTR X 1","Katyayani Rhizobium spp 25LTR X 1","K-5988","K-5988",1,27.5,27.5,
"Katyayani Calcium Nitrate 50 KG x 1","Katyayani Calcium Nitrate 50 KG x 1","K-6671","K-6671",1,55,55,
"Katyayani Ferrous Sulphate 25 kg x 1","Katyayani Ferrous Sulphate 25 kg x 1","K-6415","K-6415",1,27.5,27.5,
"Katyayani Liquid Consortia - Bio NPK 20 ltr x 1","Katyayani Liquid Consortia - Bio NPK 20 ltr x 1","K-6246","K-6246",1,22,22,
"Katyayani Bhannat Biostimulant 1 Ltr x 3","Katyayani Bhannat Biostimulant 1 Ltr x 1","K-143","K-142",3,3.3,1.1,
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 2","Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 1","K-133","K-132",2,2.2,1.1,
"Katyayani Potash Mobilizing Bacteria 1 Ltr x 5","Katyayani Potash Mobilizing Bacteria 1 Ltr x 1","K-91","K-89",5,5.5,1.1,
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 250ml x 3","Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 250 ML x 1","K-131","K-130",3,0.825,0.275,
"Katyayani Organic Potash 950gm x 5","Katyayani Organic Potash 950gm x 1","K-1117","K-1115",5,5.225,1.045,
"Katyayani Catalyser - Silicon Super Spreader 100ml x 4","Katyayani Catalyser - Silicon Super Spreader 100ml x 1","K-1164","K-30",4,0.44,0.11,
"Katyayani Humic+FULVIC 20kg x 1","Katyayani Humic+FULVIC 20kg x 1","K-5913","K-5913",1,22,22,
"Katyayani npk 19 19 19 1 Kg x 9","Katyayani npk 19 19 19 1 Kg  x 1","K-43","K-40",9,9.9,1.1,
"Katyayani Rhizobium spp 1 Ltr x 5","Katyayani Rhizobium spp 1 Ltr x 1","K-71","K-69",5,5.5,1.1,
"Katyayani Acetobacter spp 1 Ltr x 1","Katyayani Acetobacter spp 1 Ltr x 1","K-81","K-81",1,1.1,1.1,
"Katyayani Seaweed Extract Liquid 1 Ltr x 10","Katyayani Seaweed Extract Liquid 1Ltr x 1","K-62","K-5475",10,11,1.1,
"Katyayani Azotobacter spp 1 Ltr x 3","Katyayani Azotobacter spp 1 Ltr x 1","K-74","K-73",3,3.3,1.1,
"Katyayani Humic+FULVIC 800 gm x 8","Katyayani Humic+FULVIC 800gm x 1","K-10504","K-24",8,7.04,0.88,
"Katyayani Calcium Nitrate 470gm x 10","Katyayani Calcium Nitrate 470gm x 1","K-5010","K-5007",10,5.17,0.517,
"Katyayani Boron 20% 400gm x 10","Katyayani Boron 20% 400gm x 1","K-155","K-152",10,4.4,0.44,
"Katyayani Rootfast 100gm x 1","Katyayani Rootfast 100gm x 1","K-1298","K-1298",1,0.11,0.11,
"Katyayani Boron 20% 10kg x 1","Katyayani Boron 20% 10kg x 1","K-5043","K-5043",1,11,11,
"Katyayani Liquid Consortia - Bio NPK 1 Ltr x 1","Katyayani Liquid Consortia - Bio NPK 1 Ltr x 1","K-105","K-105",1,1.1,1.1,
"Katyayani NPK 00 00 50 25 kg x 1","Katyayani NPK 00 00 50 25 kg x 1","K-6323","K-6323",1,27.5,27.5,
"Katyayani Seaweed Extract Liquid 1000ml x 5","Katyayani Seaweed Extract Liquid 1Ltr x 1","K-1162","K-5475",5,5.5,1.1,
"Katyayani Calcium Nitrate 25 KG carba x 1","Katyayani Calcium Nitrate 25 KG carba x 1","K-5809","K-5809",1,27.5,27.5,
"Katyayani npk 19 19 19 470gm x 10","Katyayani npk 19 19 19 470 gm x 1","K-1158","K-39",10,5.17,0.517,
"Katyayani MYCORRHIZA 1kg x 1","Katyayani MYCORRHIZA 1kg x 1","K-5325","K-5325",1,1.1,1.1,
"Katyayani Potash Mobilizing Bacteria 1 Ltr x 10","Katyayani Potash Mobilizing Bacteria 1 Ltr x 1","K-92","K-89",10,11,1.1,
"Katyayani MYCORRHIZA 900gm x 1","Katyayani MYCORRHIZA 900gm x 1","K-981","K-981",1,0.99,0.99,
"Katyayani npk 19 19 19 500 gm x 1","Katyayani npk 19 19 19 500 gm x 1","K-1177","K-1177",1,0.55,0.55,
"Katyayani NPK 00 52 34 50KG X 1","Katyayani NPK 00 52 34 50KG X 1","K-5866","K-5866",1,55,55,
"Katyayani Bhannat Biostimulant 250ml x 10","Katyayani Bhannat Biostimulant 250ml x 1","K-6409","K-141",10,2.75,0.275,
"Katyayani Epsom Salt 970gm x 1","Katyayani Epsom Salt 970gm x 1","K-1161","K-1161",1,1.067,1.067,
"Katyayani NPK 00 00 50 1kg x 3","Katyayani NPK 00 00 50 1kg x 1","K-6296","K-5224",3,3.3,1.1,
"Katyayani Liquid Consortia - Bio NPK 1 Ltr x 5","Katyayani Liquid Consortia - Bio NPK 1 Ltr x 1","K-107","K-105",5,5.5,1.1,
"Katyayani Copper 12% Edta 450 gm x 4","Katyayani Copper 12% Edta 450 gm x 1","K-6049","K-6047",4,1.98,0.495,
"Katyayani Ferrous Sulphate 950gm x 10","Katyayani Ferrous Sulphate 950gm x 1","K-5817","K-5060",10,10.45,1.045,
"Katyayani Bhannat Biostimulant 250ml x 5","Katyayani Bhannat Biostimulant 250ml x 1","K-6408","K-141",5,1.375,0.275,
"Katyayani Gibberellic Acid 0.001% PGR 1 Ltr x 5","Katyayani Gibberellic Acid 0.001% PGR 1 Ltr x 1","K-56","K-54",5,5.5,1.1,
"Katyayani Ferrous Sulphate 950gm x 5","Katyayani Ferrous Sulphate 950gm x 1","K-5816","K-5060",5,5.225,1.045,
"Katyayani Mix micronutrient 100gm x 5","Katyayani Mix micronutrient 100gm x 1","K-1170","K-06",5,0.55,0.11,
"Katyayani Calcium Nitrate 10KG X 1","Katyayani Calcium Nitrate 10KG X 1","K-6643","K-6643",1,11,11,
"Katyayani Liquid Consortia - Bio NPK 1 Ltr x 3","Katyayani Liquid Consortia - Bio NPK 1 Ltr x 1","K-106","K-105",3,3.3,1.1,
"Katyayani Fe EDDHA (Iron Chelate) Micronutrient 60gm x 1","Katyayani Fe EDDHA (Iron Chelate) Micronutrient 60gm x 1","K-869","K-869",1,0.066,0.066,
"Katyayani Rootfast 56.7gm x 2","Katyayani Rootfast 56.7gm x 1","K-5764","K-5443",2,0.12474,0.06237,
"Katyayani Rock Phosphate 50 kg x 1","Katyayani Rock Phosphate 50 kg x 1","K-6245","K-6245",1,55,55,
"Katyayani Ph Up 900 ml x 2","Katyayani Ph Up 900 ml x 1","K-985","K-984",2,1.98,0.99,
"Katyayani Mono Potassium Phosphate 310gm x 1","Katyayani Mono Potassium Phosphate 310gm x 1","K-871","K-871",1,0.341,0.341,
"Katyayani Boron 20% 400gm x 1","Katyayani Boron 20% 400gm x 1","K-152","K-152",1,0.44,0.44,
"Katyayani Copper 12% Edta 450 gm x 20","Katyayani Copper 12% Edta 450 gm x 1","K-6051","K-6047",20,9.9,0.495,
"Katyayani Bloom Booster - Homobrassinolide 0.04 % 20 ml x 1","Katyayani Bloom Booster - Homobrassinolide 0.04 % 20 ml x 1","K-6391","K-6391",1,0.022,0.022,
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 1","Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 1","K-132","K-132",1,1.1,1.1,
"Katyayani NPK 00 00 50 1kg x 20","Katyayani NPK 00 00 50 1kg x 1","K-6299","K-5224",20,22,1.1,
"Katyayani MYCORRHIZA 1kg x 5","Katyayani MYCORRHIZA 1kg x 1","K-5284","K-5325",5,5.5,1.1,
"Katyayani Organic Potash 950 gm x 3","Katyayani Organic Potash 950gm x 1","K-6476","K-1115",3,3.135,1.045,
"Katyayani Rootfast 5 Kg x 1","Katyayani Rootfast 5 Kg x 1","K-6618","K-6618",1,5.5,5.5,
"Katyayani Calcium EDTA 470gm x 20","Katyayani Calcium EDTA 470gm x 1","K-1318","K-1314",20,10.34,0.517,
"Katyayani Liquid Consortia - Bio NPK 1 Ltr x 10","Katyayani Liquid Consortia - Bio NPK 1 Ltr x 1","K-108","K-105",10,11,1.1,
"Katyayani Bhannat Biostimulant 5 ltr x 1","Katyayani Bhannat Biostimulant 5 ltr x 1","K-5012","K-5012",1,5.5,5.5,
"Katyayani Boron 10% SC  liquid 5 ltr x 1","Katyayani Boron 10% SC  liquid 5 ltr x 1","K-6562","K-6562",1,5.5,5.5,
"Katyayani NPK 00 00 50 1kg x 1","Katyayani NPK 00 00 50 1kg x 1","K-5224","K-5224",1,1.1,1.1,
"Katyayani Gibberellic Acid 0.001% PGR 1000ml x 2","Katyayani Gibberellic Acid 0.001% PGR 1 Ltr x 1","K-6566","K-54",2,2.2,1.1,
"Katyayani NPK 00 00 50 1 kg x 2","Katyayani NPK 00 00 50 1kg x 1","K-6402","K-5224",2,2.2,1.1,
"Katyayani Organic Potash 10kg x 20","Katyayani Organic Potash Fertilizer 10 kg Bucket x 1","K-5194","K-5098",20,220,11,
