category,mongodb_category,isCorrect_category,sub_category,mongodb_sub_category,isCorrect_sub_category,sku,,parentSku,,,bulk,mongodb_bulk,isCorrect_bulk,variant_name,mongodb_variant_name,isCorrect_variant_name,displayName,mongodb_displayName,isCorrect_displayName,grossWeight,mongodb_grossWeight,isCorrect_grossWeight,netWeight,mongodb_netWeight,isCorrect_netWeight,itemQty,mongodb_itemQty,isCorrect_itemQty,,,mongodb_displayName,isCorrect_displayName,mongodb_variant_name,isCorrect_variant_name,mongodb_grossWeight,isCorrect_grossWeight,mongodb_netWeight,isCorrect_netWeight,mongodb_itemQty,isCorrect_itemQty,mongodb_category,isCorrect_category,mongodb_sub_category,isCorrect_sub_category,mongodb_bulk,isCorrect_bulk,mismatch_fields,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-5641,,K-5327,,,BK-874,BK-874,true,1kg x 5,1kg x 5,true,SULVET - sulphur 80% wdg 1kg x 5,Katyayani SULVET - sulphur 80% wdg 1kg x 5,false,5.5,5.5,true,5,5,true,5,5,true,,,Katyayani SULVET - sulphur 80% wdg 1kg x 5,false,1kg x 5,true,5.5,true,5,true,5,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-5891,,K-5327,,,BK-874,BK-874,true,1 Kg x 3,1 Kg x 3,true,SULVET - sulphur 80% wdg 1 Kg x 3,Katyayani SULVET - sulphur 80% wdg 1 Kg x 3,false,3.3,3.3,true,3,3,true,3,3,true,,,Katyayani SULVET - sulphur 80% wdg 1 Kg x 3,false,1 Kg x 3,true,3.3,true,3,true,3,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-5642,,K-5327,,,BK-874,BK-874,true,1kg x 10,1kg x 10,true,SULVET - sulphur 80% wdg 1kg x 10,Katyayani SULVET - sulphur 80% wdg 1kg x 10,false,11,11,true,10,10,true,10,10,true,,,Katyayani SULVET - sulphur 80% wdg 1kg x 10,false,1kg x 10,true,11,true,10,true,10,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6170,,K-6170,,,BK-874,BK-874,true,5 kg x 1,5 kg x 1,true,SULVET - sulphur 80% wdg 5 kg x 1,Katyayani SULVET - sulphur 80% wdg 5 kg x 1,false,5.5,5.5,true,5,5,true,1,1,true,,,Katyayani SULVET - sulphur 80% wdg 5 kg x 1,false,5 kg x 1,true,5.5,true,5,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6171,,K-6170,,,BK-874,BK-874,true,5 Kg x 10,5 Kg x 10,true,SULVET - sulphur 80% wdg 5 Kg x 10,Katyayani SULVET - sulphur 80% wdg 5 Kg x 10,false,55,55,true,50,50,true,10,10,true,,,Katyayani SULVET - sulphur 80% wdg 5 Kg x 10,false,5 Kg x 10,true,55,true,50,true,10,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-488,,K-6170,,,BK-874,BK-874,true,5 Kg x 20,5 Kg x 20,true,SULVET - sulphur 80% wdg 5 Kg x 20,Katyayani SULVET - sulphur 80% wdg 5 Kg x 20,false,110,110,true,100,100,true,20,20,true,,,Katyayani SULVET - sulphur 80% wdg 5 Kg x 20,false,5 Kg x 20,true,110,true,100,true,20,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-952,,K-5787,,,BK-874,BK-874,true,25 kg x 20,25 kg x 20,true,SULVET - sulphur 80% wdg 25 kg x 20,Katyayani SULVET - sulphur 80% wdg 25 kg x 20,false,550,550,true,500,500,true,20,20,true,,,Katyayani SULVET - sulphur 80% wdg 25 kg x 20,false,25 kg x 20,true,550,true,500,true,20,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-953,,K-5787,,,BK-874,BK-874,true,25kg x 40,25kg x 40,true,SULVET - sulphur 80% wdg 25kg x 40,Katyayani SULVET - sulphur 80% wdg 25kg x 40,false,1100,1100,true,1000,1000,true,40,40,true,,,Katyayani SULVET - sulphur 80% wdg 25kg x 40,false,25kg x 40,true,1100,true,1000,true,40,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-5327,,K-5327,,,BK-874,BK-874,true,1kg x 1,1kg x 1,true,SULVET - sulphur 80% wdg 1kg x 1,Katyayani SULVET - sulphur 80% wdg 1kg x 1,false,1.1,1.1,true,1,1,true,1,1,true,,,Katyayani SULVET - sulphur 80% wdg 1kg x 1,false,1kg x 1,true,1.1,true,1,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6674,,K-5327,,,BK-874,BK-874,true,1kg x 50,1kg x 50,true,SULVET - sulphur 80% wdg 1kg x 50,Katyayani SULVET - sulphur 80% wdg 1kg x 50,false,55,55,true,50,50,true,50,50,true,,,Katyayani SULVET - sulphur 80% wdg 1kg x 50,false,1kg x 50,true,55,true,50,true,50,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-5787,,K-5787,,,BK-874,BK-874,true,25kg x 1,25kg x 1,true,SULVET - sulphur 80% wdg 25kg x 1,Katyayani SULVET - sulphur 80% wdg 25kg x 1,false,27.5,27.5,true,25,25,true,1,1,true,,,Katyayani SULVET - sulphur 80% wdg 25kg x 1,false,25kg x 1,true,27.5,true,25,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6930,,K-6930,,,BK-874,BK-874,true,50 kg x 1,50 kg x 1,true,SULVET - sulphur 80% wdg 50 kg x 1,Katyayani SULVET - sulphur 80% wdg 50 kg x 1,false,55,55,true,50,50,true,1,1,true,,,Katyayani SULVET - sulphur 80% wdg 50 kg x 1,false,50 kg x 1,true,55,true,50,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-7207,,K-7207,,,BK-874,BK-874,true,250 gm x 1,250 gm x 1,true,SULVET - sulphur 80% wdg 250 gm x 1,SULVET - sulphur 80% wdg  250 gm   (250 gm x 1),false,0.275,0.275,true,0.25,0.25,true,1,1,true,,,SULVET - sulphur 80% wdg  250 gm   (250 gm x 1),false,250 gm x 1,true,0.275,true,0.25,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-874,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-489,,K-489,,,BK-472,BK-472,true,250ml x 1,250ml x 1,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 1,false,0.275,0.275,true,0.25,0.25,true,1,1,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 1,false,250ml x 1,true,0.275,true,0.25,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-490,,K-489,,,BK-472,BK-472,true,250ml x 3,250ml x 3,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 3,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 3,false,0.825,0.825,true,0.75,0.75,true,3,3,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 3,false,250ml x 3,true,0.825,true,0.75,true,3,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-491,,K-489,,,BK-472,BK-472,true,250ml x 4,250ml x 4,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 4,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 4,false,1.1,1.1,true,1,1,true,4,4,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 4,false,250ml x 4,true,1.1,true,1,true,4,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-492,,K-489,,,BK-472,BK-472,true,250ml x 7,250ml x 7,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 7,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 7,false,1.925,1.925,true,1.75,1.75,true,7,7,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 7,false,250ml x 7,true,1.925,true,1.75,true,7,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-493,,K-489,,,BK-472,BK-472,true,250ml x 12,250ml x 12,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 12,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 12,false,3.3,3.3,true,3,3,true,12,12,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 12,false,250ml x 12,true,3.3,true,3,true,12,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-494,,K-489,,,BK-472,BK-472,true,250ml x 20,250ml x 20,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 20,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 20,false,5.5,5.5,true,5,5,true,20,20,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 20,false,250ml x 20,true,5.5,true,5,true,20,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-5821,,K-5821,,,BK-472,BK-472,true,100ml x 1,100ml x 1,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 1,false,0.11,0.11,true,0.1,0.1,true,1,1,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 1,false,100ml x 1,true,0.11,true,0.1,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6689,,K-5821,,,BK-472,BK-472,true,100ml x 2,100ml x 2,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 2,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 2,false,0.22,0.22,true,0.2,0.2,true,2,2,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 2,false,100ml x 2,true,0.22,true,0.2,true,2,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-5822,,K-5822,,,BK-472,BK-472,true,50ml x 1,50ml x 1,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 50ml x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 50ml x 1,false,0.055,0.055,true,0.05,0.05,true,1,1,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 50ml x 1,false,50ml x 1,true,0.055,true,0.05,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-1137,,K-489,,,BK-472,BK-472,true,250 ML x 2,250 ML x 2,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250 ML x 2,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250 ML x 2,false,0.55,0.55,true,0.5,0.5,true,2,2,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250 ML x 2,false,250 ML x 2,true,0.55,true,0.5,true,2,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-7028,,K-7028,,,BK-472,BK-472,true,500 ML x 1,500 ML x 1,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 500 ML x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 500 ML x 1,false,0.55,0.55,true,0.5,0.5,true,1,1,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 500 ML x 1,false,500 ML x 1,true,0.55,true,0.5,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6219,,K-6219,,,BK-472,BK-472,true,1 ltr x 1,1 ltr x 1,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 ltr x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 ltr x 1,false,1.1,1.1,true,1,1,true,1,1,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 ltr x 1,false,1 ltr x 1,true,1.1,true,1,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6796,,K-6219,,,BK-472,BK-472,true,1 Ltr  x 2,1 Ltr  x 2,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 Ltr  x 2,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 2,false,2.2,2.2,true,2,2,true,2,2,true,,,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 2,false,1 Ltr  x 2,true,2.2,true,2,true,2,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6797,,K-6219,,,BK-472,BK-472,true,1 Ltr x 5,1 Ltr x 5,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 Ltr x 5,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 5,false,5.5,5.5,true,5,5,true,5,5,true,,,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 5,false,1 Ltr x 5,true,5.5,true,5,true,5,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6798,,K-6219,,,BK-472,BK-472,true,1 Ltr x 8,1 Ltr x 8,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 Ltr x 8,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 8,false,8.8,8.8,true,8,8,true,8,8,true,,,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 8,false,1 Ltr x 8,true,8.8,true,8,true,8,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6799,,K-6219,,,BK-472,BK-472,true,1 Ltr  x 10,1 Ltr  x 10,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 Ltr  x 10,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 10,false,11,11,true,10,10,true,10,10,true,,,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 10,false,1 Ltr  x 10,true,11,true,10,true,10,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6767,,K-6767,,,BK-472,BK-472,true,25 Ltr x 1,25 Ltr x 1,true,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 25 Ltr x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 25 Ltr x 1,false,27.5,27.5,true,25,25,true,1,1,true,,,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 25 Ltr x 1,false,25 Ltr x 1,true,27.5,true,25,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-472,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-7006,,K-7006,,,BK-60,BK-60,true,15 ml x 1,15 ml x 1,true,Azoxy (Azoxystrobin 23 % sc) 15 ml x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 15 ml x 1,false,0.0165,0.0165,true,0.015,0.015,true,1,1,true,,,Katyayani Azoxy (Azoxystrobin 23 % sc) 15 ml x 1,false,15 ml x 1,true,0.0165,true,0.015,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-60,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-1186,,K-1186,,,BK-60,BK-60,true,100 ML x 1,100 ML x 1,true,Azoxy (Azoxystrobin 23 % sc) 100 ML x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 100 ML x 1,false,0.11,0.11,true,0.1,0.1,true,1,1,true,,,Katyayani Azoxy (Azoxystrobin 23 % sc) 100 ML x 1,false,100 ML x 1,true,0.11,true,0.1,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-60,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-5073,,K-6720,,,BK-60,BK-60,true,500ml x 10,500ml x 10,true,Azoxy (Azoxystrobin 23 % sc) 500ml x 10,Katyayani Azoxy (Azoxystrobin 23 % sc) 500ml x 10,false,11,11,true,10,10,true,10,10,true,,,Katyayani Azoxy (Azoxystrobin 23 % sc) 500ml x 10,false,500ml x 10,true,11,true,10,true,10,true,Fungicide,true,Chemical Fungicide,true,BK-60,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-495,,K-495,,,BK-60,BK-60,true,250ml x 1,250ml x 1,true,Azoxy (Azoxystrobin 23 % sc) 250ml x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 1,false,0.275,0.275,true,0.25,0.25,true,1,1,true,,,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 1,false,250ml x 1,true,0.275,true,0.25,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-60,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-496,,K-495,,,BK-60,BK-60,true,250ml x 3,250ml x 3,true,Azoxy (Azoxystrobin 23 % sc) 250ml x 3,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 3,false,0.825,0.825,true,0.75,0.75,true,3,3,true,,,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 3,false,250ml x 3,true,0.825,true,0.75,true,3,true,Fungicide,true,Chemical Fungicide,true,BK-60,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-497,,K-495,,,BK-60,BK-60,true,250ml x 4,250ml x 4,true,Azoxy (Azoxystrobin 23 % sc) 250ml x 4,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 4,false,1.1,1.1,true,1,1,true,4,4,true,,,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 4,false,250ml x 4,true,1.1,true,1,true,4,true,Fungicide,true,Chemical Fungicide,true,BK-60,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-498,,K-495,,,BK-60,BK-60,true,250ml x 7,250ml x 7,true,Azoxy (Azoxystrobin 23 % sc) 250ml x 7,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 7,false,1.925,1.925,true,1.75,1.75,true,7,7,true,,,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 7,false,250ml x 7,true,1.925,true,1.75,true,7,true,Fungicide,true,Chemical Fungicide,true,BK-60,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-499,,K-495,,,BK-60,BK-60,true,250ml x 12,250ml x 12,true,Azoxy (Azoxystrobin 23 % sc) 250ml x 12,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 12,false,3.3,3.3,true,3,3,true,12,12,true,,,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 12,false,250ml x 12,true,3.3,true,3,true,12,true,Fungicide,true,Chemical Fungicide,true,BK-60,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-500,,K-495,,,BK-60,BK-60,true,250ml x 20,250ml x 20,true,Azoxy (Azoxystrobin 23 % sc) 250ml x 20,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 20,false,5.5,5.5,true,5,5,true,20,20,true,,,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 20,false,250ml x 20,true,5.5,true,5,true,20,true,Fungicide,true,Chemical Fungicide,true,BK-60,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6720,,K-6720,,,BK-60,BK-60,true,500 ml x 1,500 ml x 1,true,Azoxy (Azoxystrobin 23 % sc) 500 ml x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 500 ml x 1,false,0.55,0.55,true,0.5,0.5,true,1,1,true,,,Katyayani Azoxy (Azoxystrobin 23 % sc) 500 ml x 1,false,500 ml x 1,true,0.55,true,0.5,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-60,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6766,,K-6766,,,BK-60,BK-60,true,25 Ltr x 1,25 Ltr x 1,true,Azoxy (Azoxystrobin 23 % sc) 25 Ltr x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 25 Ltr x 1,false,27.5,27.5,true,25,25,true,1,1,true,,,Katyayani Azoxy (Azoxystrobin 23 % sc) 25 Ltr x 1,false,25 Ltr x 1,true,27.5,true,25,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-60,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-6921,,K-6921,,,BK-482,BK-482,true,100 ml x 1,100 ml x 1,true,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 100 ml x 1,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 100 ml x 1,false,0.11,0.11,true,0.1,0.1,true,1,1,true,,,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 100 ml x 1,false,100 ml x 1,true,0.11,true,0.1,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-482,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-501,,K-501,,,BK-482,BK-482,true,250ml x 1,250ml x 1,true,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1,false,0.275,0.275,true,0.25,0.25,true,1,1,true,,,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1,false,250ml x 1,true,0.275,true,0.25,true,1,true,Fungicide,true,Chemical Fungicide,true,BK-482,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-10514,,K-501,,,BK-482,BK-482,true,250ml x 2,250ml x 2,true,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 2,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 2,false,0.55,0.55,true,0.5,0.5,true,2,2,true,,,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 2,false,250ml x 2,true,0.55,true,0.5,true,2,true,Fungicide,true,Chemical Fungicide,true,BK-482,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-502,,K-501,,,BK-482,BK-482,true,250ml x 3,250ml x 3,true,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 3,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 3,false,0.825,0.825,true,0.75,0.75,true,3,3,true,,,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 3,false,250ml x 3,true,0.825,true,0.75,true,3,true,Fungicide,true,Chemical Fungicide,true,BK-482,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-503,,K-501,,,BK-482,BK-482,true,250ml x 4,250ml x 4,true,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 4,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 4,false,1.1,1.1,true,1,1,true,4,4,true,,,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 4,false,250ml x 4,true,1.1,true,1,true,4,true,Fungicide,true,Chemical Fungicide,true,BK-482,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-504,,K-501,,,BK-482,BK-482,true,250ml x 7,250ml x 7,true,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 7,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 7,false,1.925,1.925,true,1.75,1.75,true,7,7,true,,,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 7,false,250ml x 7,true,1.925,true,1.75,true,7,true,Fungicide,true,Chemical Fungicide,true,BK-482,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-505,,K-501,,,BK-482,BK-482,true,250ml x 12,250ml x 12,true,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 12,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 12,false,3.3,3.3,true,3,3,true,12,12,true,,,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 12,false,250ml x 12,true,3.3,true,3,true,12,true,Fungicide,true,Chemical Fungicide,true,BK-482,true,displayName,,
Fungicide,Fungicide,true,Chemical Fungicide,Chemical Fungicide,true,K-506,,K-501,,,BK-482,BK-482,true,250ml x 20,250ml x 20,true,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 20,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 20,false,5.5,5.5,true,5,5,true,20,20,true,,,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 20,false,250ml x 20,true,5.5,true,5,true,20,true,Fungicide,true,Chemical Fungicide,true,BK-482,true,displayName,,
