category,sub_category,sku,parentSku,bulk,variant_name,displayName,grossWeight,netWeight,itemQty,,,,,,,,,,,,,,,,,,
Fungicide,Chemical Fungicide,K-6976,K-6975,BK-796,250 gm x 2,Kasugamycin 5% + Copper Oxychloride 45% WP 250 gm x 2,0.55,0.5,2,,,,,,,,,,,,,,,,,,
Fungicide,Chemical Fungicide,K-6977,K-6975,BK-796,250 gm x 3,Kasugamycin 5% + Copper Oxychloride 45% WP 250 gm x 3,0.825,0.75,3,,,,,,,,,,,,,,,,,,
Fungicide,Chemical Fungicide,K-6978,K-6978,BK-796,1 kg x 1,Kasugamycin 5% + Copper Oxychloride 45% WP 1 kg x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fungicide,Chemical Fungicide,K-6979,K-6978,BK-796,1 kg x 2,Kasugamycin 5% + Copper Oxychloride 45% WP 1 kg x 2,2.2,2,2,,,,,,,,,,,,,,,,,,
Fungicide,Chemical Fungicide,K-6980,K-6978,BK-796,1 kg x 5,Kasugamycin 5% + Copper Oxychloride 45% WP 1 kg x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Fungicide,Chemical Fungicide,K-7042,K-7042,BK-145,1 kg x 1,Tebuconazole 50% + Trifloxystrobin 25% WG 1 kg x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fungicide,Chemical Fungicide,K-7075,K-7075,BK-926,1 kg x 1,Trichoderma harzinum 1.5 wp 1 kg x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fungicide,Chemical Fungicide,K-7078,K-7078,BK-925,100 ml x 1,Trichoderma harzinum Technical 100 ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5076,K-5076,BK-107,200 kg x 1,KATYAYANI FANTASTIC 200 kg x 1,220,200,1,,,,,,,,,,,,,,,,,,
Fungicide,Chemical Insecticides,K-6357,K-6357,BK-552,1 ltr x 1,Methidathion 40% EC 1 ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5896,K-5896,BK-654,500 ml x 1,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 500 ml x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,chemical Insecticides
Pesticide,Chemical Insecticides,K-6393,K-6393,BK-654,100 ml x 1,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 100 ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-167,K-167,BK-654,1 Ltr x 1,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-168,K-167,BK-654,1 Ltr x 2,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 2,2.2,2,2,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-169,K-167,BK-654,1 Ltr x 4,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 4,4.4,4,4,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-170,K-167,BK-654,1 Ltr x 10,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 10,11,10,10,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-171,K-167,BK-654,1 Ltr x 20,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 20,22,20,20,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-172,K-167,BK-654,1 Ltr x 50,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 50,55,50,50,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-10513,K-167,BK-654,1 Ltr x 100,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 100,110,100,100,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5751,K-5751,BK-654,250ml x 1,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 250ml x 1,0.275,0.25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6082,K-6082,BK-654,10Ltr x 1,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 10Ltr x 1,11,10,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6086,K-6086,BK-654,5ltr x 1,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 5ltr x 1,5.5,5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6221,K-6221,BK-654,50 ltr x 1,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 50 ltr x 1,55,50,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6316,K-6316,BK-654,25 ltr x 1,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 25 ltr x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6383,K-6383,BK-875,2 gm x 1,Imd-70 - Imidacloprid 70 % WG 2 gm x 1,0.0022,0.002,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-176,K-176,BK-875,30gm x 1,Imd-70 - Imidacloprid 70 % WG 30gm x 1,0.033,0.03,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-177,K-176,BK-875,30gm x 3,Imd-70 - Imidacloprid 70 % WG 30gm x 3,0.099,0.09,3,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-178,K-176,BK-875,30gm x 12,Imd-70 - Imidacloprid 70 % WG 30gm x 12,0.396,0.36,12,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-179,K-176,BK-875,30gm x 14,Imd-70 - Imidacloprid 70 % WG 30gm x 14,0.462,0.42,14,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-180,K-176,BK-875,30gm x 28,Imd-70 - Imidacloprid 70 % WG 30gm x 28,0.924,0.84,28,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-1064,K-176,BK-875,30 gm x 2,Imd-70 - Imidacloprid 70 % WG 30 gm x 2,0.066,0.06,2,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-1065,K-176,BK-875,30gm x 6,Imd-70 - Imidacloprid 70 % WG 30gm x 6,0.198,0.18,6,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-1066,K-176,BK-875,30 gm x 24,Imd-70 - Imidacloprid 70 % WG 30 gm x 24,0.792,0.72,24,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-1067,K-176,BK-875,30 gm x 48,Imd-70 - Imidacloprid 70 % WG 30 gm x 48,1.584,1.44,48,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-1125,K-176,BK-875,30gm x 30,Imd-70 - Imidacloprid 70 % WG 30gm x 30,0.99,0.9,30,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5201,K-5201,BK-875,5kg x 1,Imd-70 - Imidacloprid 70 % WG 5kg x 1,5.5,5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6010,K-6010,BK-875,500gm x 1,Imd-70 - Imidacloprid 70 % WG 500gm x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6016,K-6016,BK-875,150gm x 1,Imd-70 - Imidacloprid 70 % WG 150gm x 1,0.165,0.15,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6022,K-6022,BK-875,1kg x 1,Imd-70 - Imidacloprid 70 % WG 1kg x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-1124,K-176,BK-875,30 gm x 5,Imd-70 - Imidacloprid 70 % WG 30 gm x 5,0.165,0.15,5,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-181,K-181,BK-579,100ml x 1,imida 30.5 - Imidacloprid 30.5 % SC 100ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-182,K-181,BK-579,100ml x 3,imida 30.5 - Imidacloprid 30.5 % SC 100ml x 3,0.33,0.3,3,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-183,K-181,BK-579,100ml x 5,imida 30.5 - Imidacloprid 30.5 % SC 100ml x 5,0.55,0.5,5,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7406,K-7406,BK-579,500ml x 1,imida 30.5 - Imidacloprid 30.5 % SC 500ml x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-184,K-184,BK-579,1 Ltr x 1,imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-185,K-184,BK-579,1 Ltr x 3,imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 3,3.3,3,3,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5025,K-5025,BK-579,5ltr x 1,imida 30.5 - Imidacloprid 30.5 % SC 5ltr x 1,5.5,5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-1069,K-1069,BK-579,400ml x 1,imida 30.5 - Imidacloprid 30.5 % SC 400ml x 1,0.44,0.4,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-1070,K-181,BK-579,100ml x 8,imida 30.5 - Imidacloprid 30.5 % SC 100ml x 8,0.88,0.8,8,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-186,K-184,BK-579,1 Ltr x 5,imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-187,K-184,BK-579,1 Ltr x 10,imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 10,11,10,10,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-1068,K-1068,BK-579,200ml x 1,imida 30.5 - Imidacloprid 30.5 % SC 200ml x 1,0.22,0.2,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6061,K-6061,BK-579,20ltr x 1,imida 30.5 - Imidacloprid 30.5 % SC 20ltr x 1,22,20,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6382,K-6382,BK-5513,20 gm x 1,K-Acepro ( Acetamiprid 20% sp ) 20 gm x 1,0.022,0.02,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-1402,K-1402,BK-5513,100gm x 1,K-Acepro ( Acetamiprid 20% sp ) 100gm x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-188,K-188,BK-5513,250gm x 1,K-Acepro ( Acetamiprid 20% sp ) 250gm x 1,0.275,0.25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5236,K-5236,BK-5513,500gm x 1,K-Acepro ( Acetamiprid 20% sp ) 500gm x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-189,K-188,BK-5513,250gm x 3,K-Acepro ( Acetamiprid 20% sp ) 250gm x 3,0.825,0.75,3,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-190,K-188,BK-5513,250gm x 7,K-Acepro ( Acetamiprid 20% sp ) 250gm x 7,1.925,1.75,7,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-191,K-188,BK-5513,250gm x 4,K-Acepro ( Acetamiprid 20% sp ) 250gm x 4,1.1,1,4,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-192,K-188,BK-5513,250gm x 10,K-Acepro ( Acetamiprid 20% sp ) 250gm x 10,2.75,2.5,10,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-193,K-188,BK-5513,250gm x 20,K-Acepro ( Acetamiprid 20% sp ) 250gm x 20,5.5,5,20,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6336,K-6336,BK-5513,1 kg x 1,K-Acepro ( Acetamiprid 20% sp ) 1 kg x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-194,K-7386,BK-5513,5 Kg x 4,K-Acepro ( Acetamiprid 20% sp ) 5 Kg x 4,22,20,4,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7386,K-7386,BK-5513,5 Kg x 1,K-Acepro ( Acetamiprid 20% sp ) 5 Kg x 1,5.5,5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7073,K-7073,BK-885,100ml x 1,Deltamethrin 1.25 ULV 100ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-214,K-214,BK-885,1 ltr x 1,Deltamethrin 1.25 ULV 1 ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5675,K-214,BK-885,1Ltr x 3,Deltamethrin 1.25 ULV 1Ltr x 3,3.3,3,3,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-215,K-214,BK-885,1000ml x 5,Deltamethrin 1.25 ULV 1000ml x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6413,K-6413,BK-885,5000ml x 1,Deltamethrin 1.25 ULV 5000ml x 1,5.5,5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-216,K-214,BK-885,1000ml x 10,Deltamethrin 1.25 ULV 1000ml x 10,11,10,10,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6738,K-6738,BK-885,25 ltr x 1,Deltamethrin 1.25 ULV 25 ltr x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6069,K-6069,BK-51,100ml x 1,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 100ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5856,K-5856,BK-51,500ml x 1,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 500ml x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7371,K-5856,BK-51,500ml x 10,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 500ml x 10,5.5,5,10,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-261,K-261,BK-51,1 Ltr x 1,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-262,K-261,BK-51,1 Ltr x 2,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 2,2.2,2,2,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6325,K-261,BK-51,1 ltr x 4,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 ltr x 4,4.4,4,4,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-263,K-261,BK-51,1 Ltr x 5,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-264,K-261,BK-51,1 Ltr x 10,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 10,11,10,10,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-265,K-261,BK-51,1 Ltr x 50,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 50,55,50,50,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5686,K-5686,BK-51,25ltr x 1,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 25ltr x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7045,K-7045,BK-51,50 ltr x 1,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 50 ltr x 1,55,50,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6272,K-6272,BK-51,250 ml x 1,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 250 ml x 1,0.275,0.25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7066,K-6272,BK-51,250ML x 2,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 250ML x 2,0.55,0.5,2,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7067,K-6272,BK-51,250ML x 4,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 250ML x 4,1.1,1,4,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7068,K-6272,BK-51,250ML x 8,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 250ML x 8,2.2,2,8,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7234,K-7234,BK-51,5 Ltr x 1,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 5 Ltr x 1,5.5,5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6363,K-6363,BK-51,50 ml x 1,Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 50 ml x 1,0.055,0.05,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6364,K-6364,BK-51,250 ml x 1,Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 250 ml x 1,0.275,0.25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6365,K-6365,BK-51,500 ml x 1,Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 500 ml x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6366,K-6366,BK-51,1 ltr x 1,Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 1 ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-273,K-273,BK-884,1 Ltr x 1,chloropyriphos 20%cs 1 Ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-274,K-273,BK-884,1 Ltr x 2,chloropyriphos 20%cs 1 Ltr x 2,2.2,2,2,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-275,K-273,BK-884,1 Ltr x 5,chloropyriphos 20%cs 1 Ltr x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-276,K-273,BK-884,1 Ltr x 10,chloropyriphos 20%cs 1 Ltr x 10,11,10,10,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-277,K-273,BK-884,1 Ltr x 50,chloropyriphos 20%cs 1 Ltr x 50,55,50,50,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-1271,K-273,BK-884,1 Ltr x 20,chloropyriphos 20%cs 1 Ltr x 20,22,20,20,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6771,K-6771,BK-884,25 Ltr x 1,chloropyriphos 20%cs 25 Ltr x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7405,K-7405,BK-884,5 Ltr  x 1,chloropyriphos 20%cs 5 Ltr  x 1,5.5,5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-278,K-7405,BK-884,5 Ltr  x 20,chloropyriphos 20%cs 5 Ltr  x 20,110,100,20,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5905,K-5905,BK-884,20ltr x 1,chloropyriphos 20%cs 20ltr x 1,22,20,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7508,K-7508,BK-884,100ml x 1,chloropyriphos 20%cs 100ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5911,K-5911,BK-884,500ml x 1,chloropyriphos 20%cs 500ml x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5876,K-5876,BK-884,250ml x 1,chloropyriphos 20%cs 250ml x 1,0.275,0.25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6378,K-6378,BK-627,20 ml x 1,emamectin benzote 1.9% EC - Ema 19 20 ml x 1,0.022,0.02,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-279,K-279,BK-627,1 Ltr x 1,emamectin benzote 1.9% EC - Ema 19 1 Ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-280,K-279,BK-627,1 Ltr x 2,emamectin benzote 1.9% EC - Ema 19 1 Ltr x 2,2.2,2,2,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-281,K-279,BK-627,1 Ltr x 5,emamectin benzote 1.9% EC - Ema 19 1 Ltr x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7536,K-7536,BK-627,5 Ltr x 1,emamectin benzote 1.9% EC - Ema 19 5 Ltr x 1,5.5,5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-282,K-279,BK-627,1 Ltr x 10,emamectin benzote 1.9% EC - Ema 19 1 Ltr x 10,11,10,10,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-283,K-279,BK-627,1 Ltr x 50,emamectin benzote 1.9% EC - Ema 19 1 Ltr x 50,55,50,50,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5279,K-5279,BK-627,100ml x 1,emamectin benzote 1.9% EC - Ema 19 100ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5280,K-5280,BK-627,250ML X 1,emamectin benzote 1.9% EC - Ema 19 250ML X 1,0.275,0.25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7307,K-7307,BK-627,500ML X 1,emamectin benzote 1.9% EC - Ema 19 500ML X 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7074,K-7074,BK-856,100ml x 1,Temephos 50 EC 100ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-284,K-284,BK-856,1 Ltr x 1,Temephos 50 EC 1 Ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-285,K-284,BK-856,1 Ltr x 2,Temephos 50 EC 1 Ltr x 2,2.2,2,2,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-286,K-284,BK-856,1 Ltr x 5,Temephos 50 EC 1 Ltr x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-287,K-284,BK-856,1 Ltr x 10,Temephos 50 EC 1 Ltr x 10,11,10,10,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-288,K-284,BK-856,1 Ltr x 50,Temephos 50 EC 1 Ltr x 50,55,50,50,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5853,K-5853,BK-856,20ltr x 1,Temephos 50 EC 20ltr x 1,22,20,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-289,K-284,BK-856,1 Ltr x 100,Temephos 50 EC 1 Ltr x 100,110,100,100,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5973,K-5973,BK-856,5Ltr x 1,Temephos 50 EC 5Ltr x 1,5.5,5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6314,K-6314,BK-856,25 ltr x 1,Temephos 50 EC 25 ltr x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7300,K-7300,BK-635,250 ml x 1,DIMETHOATE 30% EC 250 ml x 1,0.275,0.25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7528,K-7528,BK-635,100 ml x 1,DIMETHOATE 30% EC 100 ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5940,K-5940,BK-635,500ml x 1,DIMETHOATE 30% EC 500ml x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-290,K-290,BK-635,1 Ltr x 1,DIMETHOATE 30% EC 1 Ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-291,K-290,BK-635,1 Ltr x 2,DIMETHOATE 30% EC 1 Ltr x 2,2.2,2,2,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-292,K-290,BK-635,1 Ltr x 5,DIMETHOATE 30% EC 1 Ltr x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-293,K-290,BK-635,1 Ltr x 10,DIMETHOATE 30% EC 1 Ltr x 10,11,10,10,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-294,K-290,BK-635,1 Ltr x 50,DIMETHOATE 30% EC 1 Ltr x 50,55,50,50,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7065,K-7065,BK-635,5 Ltr x 1,DIMETHOATE 30% EC 5 Ltr x 1,5.5,5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6770,K-6770,BK-635,25 Ltr x 1,DIMETHOATE 30% EC 25 Ltr x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-295,K-295,BK-78,100ml x 1,FENZAQUIN 10% EC 100ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-297,K-297,BK-79,100ml x 1,Fluopyrum 34.48% SC 100ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6787,K-6787,BK-79,1 ltr x 1,Fluopyrum 34.48% SC 1 ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-298,K-298,BK-80,150gm x 1,Flonicamid 50 WG - Umega 150gm x 1,0.165,0.15,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-5934,K-5934,BK-80,500gm x 1,Flonicamid 50 WG - Umega 500gm x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6370,K-6370,BK-633,500 ml x 1,MALATHION 50% EC 500 ml x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7314,K-7314,BK-633,100 ml x 1,MALATHION 50% EC 100 ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-6935,K-6935,BK-633,250 ml x 1,MALATHION 50% EC 250 ml x 1,0.275,0.25,1,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7023,K-6935,BK-633,250 ml x 2,MALATHION 50% EC 250 ml x 2,0.55,0.5,2,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7024,K-6935,BK-633,250 ml x 3,MALATHION 50% EC 250 ml x 3,0.825,0.75,3,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7025,K-6935,BK-633,250 ml x 4,MALATHION 50% EC 250 ml x 4,1.1,1,4,,,,,,,,,,,,,,,,,,
Pesticide,Chemical Insecticides,K-7026,K-6370,BK-633,500 ml  x 2,MALATHION 50% EC 500 ml  x 2,1.1,1,2,,,,,,,,,,,,,,,,,,
