category,mongodb_category,sub_category,mongodb_sub_category,sku,parentSku,bulk,mongodb_bulk,variant_name,mongodb_variant_name,displayName,mongodb_displayName,grossWeight,mongodb_grossWeight,netWeight,mongodb_netWeight,itemQty,mongodb_itemQty
other Products,other Products,Lab-Grade,,G-713,G-402,BK-410,,85 gm (3 oz) x 2,85 gm (3 oz) x 2,Disodium EDTA 85 gm (3 oz) x 2,Katyayani Disodium EDTA 85 gm (3 oz) x 2,0.17,0.17,0.17,0.17,2,2
other Products,other Products,Cosmetic Grade,,G-711,G-412,BK-420,,113 gm ( 4oz) x 3,113 gm ( 4oz) x 3,Bentonite Clay Powder 113 gm ( 4oz) x 3,Katyayani Bentonite Clay Powder 113 gm ( 4oz) x 3,0.339,0.339,0.339,0.339,3,3
other Products,other Products,Cosmetic Grade,,G-709,G-421,BK-428,,120 gm (4 oz) x 2,120 gm (4 oz) x 2,Kelp Powder 120 gm (4 oz) x 2,Katyayani Kelp Powder 120 gm (4 oz) x 2,0.24,0.24,0.24,0.24,2,2
other Products,other Products,Cosmetic Grade,,G-718,G-398,BK-406,,63 gm (2.2 oz) x 3,63 gm (2.2 oz) x 3,Vitamin C 63 gm (2.2 oz) x 3,Katyayani Vitamin C 63 gm (2.2 oz) x 3,0.189,0.189,0.189,0.189,3,3
other Products,other Products,Cleaning,,G-708,G-423,BK-430,,454 gm (1 lb) x 3,454 gm (1 lb) x 3,Dishwasher Detergent 454 gm (1 lb) x 3,Katyayani Dishwasher Detergent 454 gm (1 lb) x 3,1.362,1.362,1.362,1.362,3,3
other Products,other Products,Other Product,,G-716,G-353,BK-361,,595 gm (21 oz) x 2,595 gm (21 oz) x 2,Potato Starch 595 gm (21 oz) x 2,Katyayani Potato Starch 595 gm (21 oz) x 2,1.19,1.19,1.19,1.19,2,2
other Products,other Products,Food Grade,,G-714,G-368,BK-376,,250 ml x 3,250 ml x 3,Propylene Glycol 250 ml x 3,Katyayani Propylene Glycol 250 ml x 3,0.75,0.75,0.75,0.75,3,3
other Products,other Products,Lab-Grade,Pool Cleaning,G-705,G-439,BK-446,BK-446,453 gm (16oz) x 2,453 gm (16oz) x 2,Calcium Hypochlorite 453 gm (16oz) x 2,Katyayani Calcium Hypochlorite 453 gm (16oz) x 2,0.906,0.906,0.906,0.906,2,2
other Products,other Products,Cosmetic Grade,,G-712,G-406,BK-414,,118 ml x 2,118 ml x 2,Phenoxyethanol 118 ml x 2,Katyayani Phenoxyethanol 118 ml x 2,0.236,0.236,0.236,0.236,2,2
other Products,other Products,Lab-Grade,Industrial-Grade,G-706,G-432,BK-439,BK-439,454 gm (1lb) x 2,454 gm (1lb) x 2,Manganese Dioxide 454 gm (1lb) x 2,Katyayani Manganese Dioxide 454 gm (1lb) x 2,0.908,0.908,0.908,0.908,2,2
Pesticide,Pesticide,Bio Insecticides,Chemical Insecticides,K-7549,K-7549,BK-901,BK-901,20 kg x 1,20kg x 1,Temos - G ( Temephos 1% SG ) 20 kg x 1,Temos - G ( Temephos 1% SG ) 20kg x 1,22,21,20,20,1,1
Seeds,Seeds,Seeds,Seeds,G-662,G-662,BK-256,BK-256,450 mg x 1,450 mg x 1,Amaranth Seeds (Chawli Bhaji) Vegetable seeds 450 mg x 1,Katyayani Amaranth Seeds (Chawli Bhaji) Vegetable seeds 450 mg x 1,0.000495,0.000495,0.00045,450,1,1
Seeds,Seeds,Seeds,Seeds,G-665,G-665,BK-217,BK-217,450 mg x 1,450 mg x 1,Beetroot Seeds_Microgreen Seeds 450 mg x 1,Katyayani Beetroot Seeds_Microgreen Seeds 450 mg x 1,0.000495,0.000495,0.00045,450,1,1
Seeds,Seeds,Seeds,Seeds,G-649,G-649,BK-773,BK-773,250 mg x 1,250 mg x 1,Cosmos sulphureus Seeds flowering seeds 250 mg x 1,Katyayani Cosmos sulphureus Seeds flowering seeds 250 mg x 1,0.000275,0.000275,0.00025,250,1,1
Seeds,Seeds,Seeds,Seeds,G-667,G-667,BK-256,BK-256,1500 mg x 1,1500 mg x 1,Amaranth Seeds (Chawli Bhaji) Microgreen seeds 1500 mg x 1,Katyayani Amaranth Seeds (Chawli Bhaji) Microgreen seeds 1500 mg x 1,0.00165,0.00165,0.0015,1500,1,1
Seeds,Seeds,Seeds,Seeds,G-654,G-654,BK-774,BK-774,400 mg x 1,400 mg x 1,Gazania NEW DAY WHITE Seeds flowering seeds 400 mg x 1,Katyayani Gazania NEW DAY WHITE Seeds flowering seeds 400 mg x 1,0.00044,0.00044,0.0004,400,1,1
Seeds,Seeds,Seeds,Seeds,G-650,G-650,BK-180,BK-180,150 mg x 1,150 mg x 1,Celosia Plumosa Seeds_Flowering Seed 150 mg x 1,Katyayani Celosia Plumosa Seeds_Flowering Seed 150 mg x 1,0.000165,0.000165,0.00015,150,1,1
Seeds,Seeds,Seeds,Seeds,G-661,G-661,BK-251,BK-251,750 mg x 1,750 mg x 1,Red Onion Seeds Vegetable seeds 750 mg x 1,Katyayani Red Onion Seeds Vegetable seeds 750 mg x 1,0.000825,0.000825,0.00075,750,1,1
Seeds,Seeds,Seeds,Seeds,G-660,G-660,BK-246,BK-246,275 mg x 1,275 mg x 1,Malabar Spinach Seeds (Poi Saag) Vegetable seeds 275 mg x 1,Katyayani Malabar Spinach Seeds (Poi Saag) Vegetable seeds 275 mg x 1,0.0003025,0.0003025,0.000275,275,1,1
Seeds,Seeds,Seeds,Seeds,G-664,G-664,BK-260,BK-260,400 mg x 1,400 mg x 1,Green Brinjal Seeds (Long) Vegetable seeds 400 mg x 1,Katyayani Green Brinjal Seeds (Long) Vegetable seeds 400 mg x 1,0.00044,0.00044,0.0004,400,1,1
Seeds,Seeds,Seeds,Seeds,G-663,G-663,BK-257,BK-257,175 mg x 1,175 mg x 1,Green Amaranthus Seeds (Green Math) Vegetable seeds 175 mg x 1,Katyayani Green Amaranthus Seeds (Green Math) Vegetable seeds 175 mg x 1,0.0001925,0.0001925,0.000175,175,1,1
Seeds,Seeds,Seeds,Seeds,G-657,G-657,BK-226,BK-226,60 mg x 1,60 mg x 1,Red Amaranthus Seeds (Red Math) Vegetable seeds 60 mg x 1,Katyayani Red Amaranthus Seeds (Red Math) Vegetable seeds 60 mg x 1,0.000066,0.000066,0.00006,60,1,1
Seeds,Seeds,Seeds,Seeds,G-652,G-652,BK-192,BK-192,210 mg x 1,210 mg x 1,Salvia SPLENDENS Red Seeds flowering seeds 210 mg x 1,Katyayani Salvia SPLENDENS Red Seeds flowering seeds 210 mg x 1,0.000231,0.000231,0.00021,210,1,1
Seeds,Seeds,Seeds,Seeds,G-669,G-669,BK-289,BK-289,700 mg x 1,700 mg x 1,Tulsi Seeds (Holy Basil)_Herb seeds 700 mg x 1,Katyayani Tulsi Seeds (Holy Basil)_Herb seeds 700 mg x 1,0.00077,0.00077,0.0007,700,1,1
Seeds,Seeds,Seeds,Seeds,G-651,G-651,BK-190,BK-190,150 mg x 1,150 mg x 1,Gomphrena QIS ORANGE Seeds flowering seeds 150 mg x 1,Katyayani Gomphrena QIS ORANGE Seeds flowering seeds 150 mg x 1,0.000165,0.000165,0.00015,150,1,1
Seeds,Seeds,Seeds,Seeds,G-655,G-655,BK-205,BK-205,30 mg x 1,30 mg x 1,Amaranthus Mix Seeds_Flowering Seed 30 mg x 1,Katyayani Amaranthus Mix Seeds_Flowering Seed 30 mg x 1,0.000033,0.000033,0.00003,30,1,1
other Products,other Products,Other Product,Other Product,G-746,G-746,BK-927,,227g x 1,227 g   x1,Bentonite I.P. 227g x 1,Bentonite I.P.227 g x1,249.7,249.7,227,227,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-568,K-568,BK-46,,450gm x 1,450gm x 1,COC (Copper Oxychloride 50% WP) 450gm x 1,COC (Copper Oxychloride 50% WP) 450gm x 1,0.495,0.5,0.45,0.45,1,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-514,K-508,BK-473,BK-473,250ml x 40,250ml x 40,Difenoconazole 25% EC - CONCOR 250ml x 40,Katyayani Concor 250ml x 40,11,11,10,10,40,40
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-248,K-248,BK-997,BK-997,1 Ltr x 1,1 Ltr x 1,Verticillium lecanii 1 Ltr x 1,Katyayani Verticillium lecanii 1 Ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6903,K-6903,BK-553,BK-553,25 kg x 1,25 kg x 1,Paecilomyces Lilacinus Bio Powder 25 kg x 1,Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 25 kg x 1,27.5,27.5,25,25,1,1
Fertilizer,Fertilizer,Bio Stimulant,Bio Stimulant,K-6410,K-141,BK-5830,BK-5830,250ml x 20,250ml x 20,Bhannat Biostimulant 250ml x 20,Katyayani Bhannat Biostimulant 250ml x 20,5.5,5.5,5,5,20,20
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6161,K-6159,BK-995,BK-995,1Ltr x 5,1Ltr x 5,Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 5,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 5,5.5,5.5,5,5,5,5
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6744,K-6744,BK-992,BK-992,25 Ltr x 1,25 Ltr x 1,Metarhizium anisopliae 25 Ltr x 1,Katyayani Metarhizium anisopliae 25 Ltr x 1,27.5,27.5,25,25,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6387,K-6387,BK-651,BK-651,500 ml x 1,500 ml x 1,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 500 ml x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 500 ml x 1,0.55,0.55,0.5,0.5,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-5122,K-5119,BK-554,BK-554,1 kg x 5,1 kg x 5,BACILLUS SUPP 2% AS Powder 1 kg x 5,Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 5,5.5,5.5,5,5,5,5
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5877,K-5877,BK-543,BK-543,50KG x 1,50KG x 1,BHUMIRAJA (MYCORRHIZA) 50KG x 1,Katyayani BHUMIRAJA (MYCORRHIZA) 50KG x 1,55,55,50,50,1,1
Seeds,Seeds,Seeds,Seeds,G-659,G-659,BK-243,BK-243,2 gm x 1,2 gm x 1,Red Round Radish Seeds Vegetable seeds 2 gm x 1,Katyayani Red Round Radish Seeds Vegetable seeds 2 gm x 1,0.002,0.002,0.002,0.002,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6752,K-6752,BK-867,BK-867,25 Ltr x 1,25 Ltr x 1,Pseudomonas fluorescence 25 Ltr x 1,Katyayani Pseudomonas fluorescence 25 Ltr x 1,27.5,27.5,25,25,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6714,K-6714,BK-526,BK-526,25kg x 1,25kg x 1,Bio Npk consortia powder 25kg x 1,Katyayani Bio Npk consortia powder 25kg x 1,27.5,27.5,25,25,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-255,K-252,BK-992,BK-992,1 Ltr x 10,1 Ltr x 10,Metarhizium anisopliae 1 Ltr x 10,Katyayani Metarhizium anisopliae 1 Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5824,K-5824,BK-995,BK-995,250ml x 1,250ml x 1,Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 1,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 1,0.275,0.275,0.25,0.25,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-243,K-240,BK-622,BK-622,1 Ltr x 10,1 Ltr x 10,Sporothrix Fungorum 1 Ltr x 10,Katyayani Sporothrix Fungorum 1 Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5278,K-1190,BK-45,BK-45,250gm x 20,250gm x 20,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250gm x 20,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250gm x 20,5.5,5.5,5,5,20,20
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6023,K-6023,BK-144,BK-144,800gm x 1,800gm x 1,Meta-manco 800gm x 1,Katyayani Meta-manco 800gm x 1,0.88,0.88,0.8,0.8,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5556,K-5556,BK-651,BK-651,1Ltr x 1,1Ltr x 1,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 1,1.1,1.1,1,1,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-245,K-244,BK-869,BK-869,1 Ltr x 3,1 Ltr x 3,Beauveria Bassiana 1 Ltr x 3,Katyayani Beauveria Bassiana 1 Ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-577,K-577,BK-499,BK-499,250ml x 1,250ml x 1,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 1,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 1,0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5072,K-560,BK-44,BK-44,400gm x 25,400gm x 25,kzeb (Mancozeb 75% WP) 400gm x 25,Katyayani kzeb (Mancozeb 75% WP) 400gm x 25,11,11,10,10,25,25
Seeds,Seeds,Seeds,Seeds,G-700,G-700,BK-172,BK-172,1 gm x 1,1 gm x 1,Carnation Seeds (1 gm) 1 gm x 1,Katyayani Carnation Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-580,K-577,BK-499,BK-499,250ml x 7,250ml x 7,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 7,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 7,1.925,1.925,1.75,1.75,7,7
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1138,K-1139,BK-143,BK-143,250ml x 4,250ml x 4,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 4,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 4,1.1,1.1,1,1,4,4
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1186,K-1186,BK-60,BK-60,100 ML x 1,100 ML x 1,Azoxy (Azoxystrobin 23 % sc) 100 ML x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 100 ML x 1,0.11,0.11,0.1,0.1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5404,K-5401,BK-493,BK-493,1Ltr x 10,1Ltr x 10,BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 10,Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-527,K-527,BK-43,BK-43,800gm x 1,800gm x 1,PROPI - Propineb 70% WP 800gm x 1,Katyayani PROPI - Propineb 70% WP 800gm x 1,0.88,0.88,0.8,0.8,1,1
other Products,other Products,Other Product,Other Product,G-755,G-755,BK-840,BK-840,500gm x 1,500gm  x1,Beef Extract 500gm x 1,Beef Extract500gm x1,0.5,0.5,0.5,0.5,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6706,K-6706,BK-542,BK-542,1 Kg x 1,1 Kg x 1,K-RAJA (MYCORRIZA) 1 Kg x 1,Katyayani K-RAJA (MYCORRIZA) 1 Kg x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5256,K-5254,BK-146,BK-146,150ML x 3,150ML x 3,thifluzamide 24% SC Peter 150ML x 3,Katyayani thifluzamide  Peter 150ML x 3,0.495,0.495,0.45,0.45,3,3
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5409,K-5409,BK-869,BK-869,5ltr x 1,5ltr x 1,Beauveria Bassiana 5ltr x 1,Katyayani Beauveria Bassiana 5ltr x 1,5.5,5.5,5,5,1,1
Seeds,Seeds,Seeds,Seeds,G-685,G-685,BK-157,BK-157,1 gm x 1,1 gm x 1,Portulaca Mix Seeds (1 gm) 1 gm x 1,Katyayani Portulaca Mix Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5406,K-5405,BK-526,BK-526,1 kg x 3,1 kg x 3,Bio Npk consortia powder 1 kg x 3,Katyayani Bio Npk consortia powder 1 kg x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1247,K-1247,BK-03,BK-03,100gm x 1,100gm x 1,dismiss (Dimethomorph 50% WP) 100gm x 1,Katyayani dismiss (Dimethomorph 50% WP) 100gm x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-495,K-495,BK-60,BK-60,250ml x 1,250ml x 1,Azoxy (Azoxystrobin 23 % sc) 250ml x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 1,0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1385,K-1380,BK-528,BK-528,250ml x 20,250ml x 20,Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 20,Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 20,5.5,5.5,5,5,20,20
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6170,K-6170,BK-874,BK-874,5 kg x 1,5 kg x 1,SULVET - sulphur 80% wdg 5 kg x 1,Katyayani SULVET - sulphur 80% wdg 5 kg x 1,5.5,5.5,5,5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5891,K-5327,BK-874,BK-874,1 Kg x 3,1 Kg x 3,SULVET - sulphur 80% wdg 1 Kg x 3,Katyayani SULVET - sulphur 80% wdg 1 Kg x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-7334,K-7334,BK-486,BK-486,25 KG x 1,25KG X 1,Trichoderma Viride Bio Fungicide Powder  25 KG x 1,Trichoderma Viride Bio Fungicide Powder 25KG X 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5785,K-540,BK-45,BK-45,500gm x 20,500gm x 20,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 20,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 20,11,11,10,10,20,20
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6715,K-6715,BK-902,BK-902,25ltr x 1,25ltr x 1,Sulphur & Iron Bacteria 25ltr x 1,Katyayani Sulphur & Iron Bacteria 25ltr x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-503,K-501,BK-482,BK-482,250ml x 4,250ml x 4,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 4,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 4,1.1,1.1,1,1,4,4
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1384,K-1380,BK-528,BK-528,250ml x 12,250ml x 12,Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 12,Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 12,3.3,3.3,3,3,12,12
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-5145,K-5142,BK-486,BK-486,1 kg x 10,1 kg x 10,Trichoderma Viride Bio Fungicide Powder  1 kg x 10,Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 10,11,11,10,10,10,10
other Products,other Products,Other Product,Other Product,G-704,G-351,BK-359,BK-359,100 gm (3.52 oz) x 2,100 gm (3.52 oz) x 2,GMS Powder 100 gm (3.52 oz) x 2,Katyayani GMS Powder 100 gm (3.52 oz) x 2,0.2,0.2,0.2,0.2,2,2
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-423,K-420,BK-468,BK-468,1 Ltr x 10,1 Ltr x 10,BT Bio Larvicide liquid 1 Ltr x 10,Katyayani BT Bio Larvicide liquid 1 Ltr x 10,11,11,10,10,10,10
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5563,K-5560,BK-623,BK-623,1kg x 10,1kg x 10,NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 1kg x 10,Katyayani NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 1kg x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-519,K-515,BK-143,BK-143,400ml x 20,400ml x 20,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 20,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 20,8.8,8.8,8,8,20,20
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-521,K-521,BK-144,BK-144,400gm x 1,400gm x 1,Meta-manco 400gm x 1,Katyayani Meta-manco 400gm x 1,0.44,0.44,0.4,0.4,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-566,K-561,BK-44,BK-44,800gm x 50,800gm x 50,kzeb (Mancozeb 75% WP) 800gm x 50,Katyayani kzeb (Mancozeb 75% WP) 800gm x 50,44,44,40,40,50,50
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5782,K-540,BK-45,BK-45,500gm  x 2,500gm  x 2,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm  x 2,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm  x 2,1.1,1.1,1,1,2,2
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5990,K-5990,BK-469,BK-469,25kg x 1,25kg x 1,NEMA PRIME (Pochonia chlamydposporia 1% W.P) 25kg x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% W.P) 25kg x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5640,K-521,BK-144,BK-144,400gm x 10,400gm x 10,Meta-manco 400gm x 10,Katyayani Meta-manco 400gm x 10,4.4,4.4,4,4,10,10
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5682,K-5680,BK-543,BK-543,4kg x 5,4kg x 5,BHUMIRAJA (MYCORRHIZA) 4kg x 5,Katyayani BHUMIRAJA (MYCORRHIZA) 4kg x 5,22,22,20,20,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6368,K-6368,BK-490,BK-490,100 ml x 1,100 ml x 1,HEXA 5 PLUS (HEXACONAZOLE 5% SC) 100 ml x 1,Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 100 ml x 1,0.11,0.11,0.1,0.1,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5797,K-5797,BK-650,BK-650,100gm x 1,100gm x 1,Beauveria Bassiana Bio Insecticide Powder 100gm x 1,Katyayani Beauveria Bassiana Bio Insecticide Powder 100gm x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5641,K-5327,BK-874,BK-874,1kg x 5,1kg x 5,SULVET - sulphur 80% wdg 1kg x 5,Katyayani SULVET - sulphur 80% wdg 1kg x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-489,K-489,BK-472,BK-472,250ml x 1,250ml x 1,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 1,0.275,0.275,0.25,0.25,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-246,K-244,BK-869,BK-869,1 Ltr x 5,1 Ltr x 5,Beauveria Bassiana 1 Ltr x 5,Katyayani Beauveria Bassiana 1 Ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5811,K-5810,BK-06,BK-06,470g x 2,470g x 2,Copper Sulphate 470g x 2,Katyayani Copper Sulphate 470g x 2,1.034,1.034,0.94,0.94,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-545,K-541,BK-45,BK-45,800gm x 25,800gm x 25,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 25,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 25,22,22,20,20,25,25
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-5143,K-5142,BK-486,BK-486,1 kg x 3,1 kg x 3,Trichoderma Viride Bio Fungicide Powder  1 kg x 3,Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 3,3.3,3.3,3,3,3,3
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6578,K-6578,BK-997,BK-997,100ml x 1,100ml x 1,Verticillium lecanii 100ml x 1,Katyayani Verticillium lecanii 100ml x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-529,K-527,BK-43,BK-43,800gm x 5,800gm x 5,PROPI - Propineb 70% WP 800gm x 5,Katyayani PROPI - Propineb 70% WP 800gm x 5,4.4,4.4,4,4,5,5
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6992,K-6992,BK-996,BK-996,5 ltr x 1,5 ltr x 1,Trichoderma harzianum 5 ltr x 1,Katyayani Trichoderma harzianum 5 ltr x 1,5.5,5.5,5,5,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-473,K-470,BK-867,BK-867,1 ltr x 10,1 ltr x 10,Pseudomonas fluorescence 1 ltr x 10,Katyayani Pseudomonas fluorescence 1 ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1343,K-1338,BK-527,BK-527,250gm x 20,250gm x 20,Chlorothalonil 75% wp 250gm x 20,Katyayani Chlorothalonil 75% wp 250gm x 20,5.5,5.5,5,5,20,20
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5258,K-5254,BK-146,BK-146,150ML x 10,150ML x 10,thifluzamide 24% SC Peter 150ML x 10,Katyayani thifluzamide  Peter 150ML x 10,1.65,1.65,1.5,1.5,10,10
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6894,K-5163,BK-859,BK-859,1 kg x 2,1 kg x 2,Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 2,Katyayani Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 2,2.2,2.2,2,2,2,2
Seeds,Seeds,Seeds,Seeds,G-697,G-697,BK-169,BK-169,1 gm x 1,1 gm x 1,Zinnia Double Mix Seeds (1 gm) 1 gm x 1,Katyayani Zinnia Double Mix Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
