displayName,sku,parentSku,itemQty,grossWeight,is_parent,parentDisplayName,parentGrossWeight,correctGrossWeight,isCorrectGrossWeight
Katyayani Katappa - Cartap hydrochloride 4% GR 25 KG x 40,K-1325,K-1320,40,1100,false,Katyayani Katappa - Cartap hydrochloride 4% GR 25 KG x 1,27.5,1100,true
Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 5,K-6693,K-1359,5,0.33,false,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 1 ,0.066,0.33,true
Katyayani NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1kg x 5,K-5554,K-5552,5,5.5,false,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1KG x 1,1.1,5.5,true
Katyayani White Grub Lure (HOLOTRICHIA CONSANGUINEA/SERRATA) 1 Pc x 10,K-921,K-920,10,0.033,false,,,,Parent Not Found
Katyayani FOXY ( Fipronil 4% + Thiomethoxam 4% SC) 1Ltr x 3,K-5589,K-5588,3,3.3,false,Katyayani FOXY ( Fipronil 4% + Thiomethoxam 4% SC) 1Ltr x 1,1.1,3.3,true
Katyayani FANTASY PLUS(Fipronil 4% + Acetamipirid 4% w/w SC) 250ml x 4,K-5584,K-5582,4,1.1,false,Katyayani FANTASY PLUS(Fipronil 4% + Acetamipirid 4% w/w SC) 250ml x 1,0.275,1.1,true
Katyayani Eggplant Fruit & Shoot Borer Lure (LEUCINODES ORBONALIS) 1 Pc x 5,K-897,K-5820,5,0.0165,true,Katyayani Eggplant Fruit & Shoot Borer Lure (LEUCINODES ORBONALIS) 1 pc x 1,0.0033,0.0165,true
Katyayani Aakramak (Novaluron 5.25% + Emamectin benzonate 9 % W/W SC) 1 Ltr x 5,K-5888,K-5886,5,5.5,false,Katyayani Aakramak (Novaluron 5.25% + Emamectin benzonate 9 % W/W SC) 1 Ltr x 1,1.1,5.5,true
Katyayani MITE FREE (fenpyroximate 5% SC) 5ltr x 8,K-5231,K-6717,8,44,false,Katyayani MITE FREE (fenpyroximate 5% SC) 5ltr x 1,5.5,44,true
Katyayani BT Bio Larvicide Powder 1 kg x 5,K-5161,K-5159,5,5.5,false,Katyayani BT Bio Larvicide Powder 1 kg x 1 ,1.1,5.5,true
Katyayani Chloropriphos 20 % ec 1 Ltr x 10,K-1284,K-1281,10,11,false,Katyayani Chloropriphos 20 % ec 1 Ltr x 1,1.1,11,true
Katyayani Chloro 50 - Chlorpyriphos 50% EC 1 Ltr x 10,K-1311,K-1308,10,11,false,Katyayani Chloro 50 - Chlorpyriphos 50% EC 1 Ltr x 1,1.1,11,true
Katyayani Katappa - Cartap hydrochloride 4% GR 25 KG x 4,K-1322,K-1320,4,110,false,Katyayani Katappa - Cartap hydrochloride 4% GR 25 KG x 1,27.5,110,true
Katyayani White Grub Lure (HOLOTRICHIA CONSANGUINEA/SERRATA) 1 Pc x 50,K-923,K-920,50,0.165,false,,,,Parent Not Found
"Katyayani Fruit Fly Lure (BACTROCERA CORRECTA , ZONATA , DORSALISA) 1 Pc x 50",K-908,K-6319,50,0.165,false,"Katyayani Fruit Fly Lure (BACTROCERA CORRECTA , ZONATA , DORSALISA) 1 Pc x 1",0.0033,0.165,true
Katyayani BT Bio Larvicide Powder 1 kg x 10,K-5162,K-5159,10,11,false,Katyayani BT Bio Larvicide Powder 1 kg x 1 ,1.1,11,true
Katyayani Anti virus 250ml x 2,K-5565,K-5564,2,0.55,false,Katyayani Anti virus 250ml x 1,0.275,0.55,true
Katyayani Deltamethrin 2.5% WP 1 kg x 10,K-961,K-5203,10,11,false,Katyayani Deltamethrin 2.5% WP 1kg x 1,1.1,11,true
Katyayani INDOXACARB 14.5% SC 1Ltr x 5,K-5773,K-5771,5,5.5,false,Katyayani INDOXACARB 14.5% SC 1 Ltr x 1,1.1,5.5,true
Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 2,K-1360,K-1359,2,0.132,false,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 1 ,0.066,0.132,true
Katyayani BT Bio Larvicide Powder 1 kg x 3,K-5160,K-5159,3,3.3,false,Katyayani BT Bio Larvicide Powder 1 kg x 1 ,1.1,3.3,true
Katyayani Diamond Back Moth Lure (PLUTELLA XYLOSTELLA) 1 Pc x 20,K-895,K-893,20,0.066,false,,,,Parent Not Found
Katyayani Red Palm Weevil Lure (RHYNCHOPHORUS FERRUGINEUS) 1 Pc x 50,K-916,K-913,50,0.165,false,,,,Parent Not Found
Katyayani Cypermethrin 5% EC 100 Ltr x 2,K-990,K-6718,2,220,false,Katyayani Cypermethrin 5% EC 100 Ltr x 1,110,220,true
Katyayani Shivi - Fenpropathrin 30 % EC 250ml x 7,K-1348,K-1345,7,1.925,false,Katyayani Shivi - Fenpropathrin 30 % EC 250ml x 1,0.275,1.925,true
Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 10,K-6680,K-1395,10,1.474,false,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 1,0.1474,1.474,true
Katyayani Flubendiamide 39.35 % sc – Fluben 30ml x 5,K-1256,K-1249,5,0.165,false,Katyayani Flubendiamide 39.35 % sc – Fluben 30ml x 1,0.033,0.165,true
Katyayani Deltamethrin 2 % EW - DEW 1Ltr x 100,K-5601,K-6024,100,110,false,Katyayani Deltamethrin 2 % EW - DEW 1ltr x 1,1.1,110,true
Katyayani Diamond Back Moth Lure (PLUTELLA XYLOSTELLA) 1 Pc x 5,K-893,K-6813,5,0.0165,true,Katyayani Diamond Back Moth Lure (PLUTELLA XYLOSTELLA) 1 Pc x 1,0.0033,0.0165,true
Katyayani Tobacco Caterpillar Lure (SPODOPTERA LITURA) 1 Pc x 10,K-917,BK-99,10,0.033,false,,,,Parent Not Found
Katyayani Katappa - Cartap hydrochloride 4% GR 5kg x 2,K-5683,K-5229,2,11,false,Katyayani Katappa - Cartap hydrochloride 4% GR 5kg x 1,5.5,11,true
Katyayani AAKRAMAK PLUS (Novaluron 5.25% + Indoxacarb 4.5%) 1Ltr x 5,K-5579,K-5577,5,5.5,false,Katyayani AAKRAMAK PLUS (Novaluron 5.25% + Indoxacarb 4.5%) 1Ltr x 1,1.1,5.5,true
Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 30 ml x 2,K-6152,K-5027,2,0.066,false,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 30ml x 1,0.033,0.066,true
Katyayani Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 10,K-5166,K-5163,10,11,false,Katyayani Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 1 ,1.1,11,true
Katyayani Blue Traps ( 30 x 12) 1 Pack x 25,K-5748,K-5747,25,0.55,false,Katyayani Blue Traps ( 30 x 12) 1 pack x 1,0.022,0.55,true
Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 1Ltr x 3,K-6109,K-6108,3,3.3,false,Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 1Ltr x 1,1.1,3.3,true
Katyayani Sarvashakti 250ml x 20,K-5712,K-5708,20,5.5,false,Katyayani Sarvashakti 250ml x 1,0.275,5.5,true
Katyayani yellow traps (30 x 12) 1 Pack x 50,K-5745,K-6360,50,1.1,false,Katyayani yellow traps (30 x 12) 1 pack x 1,0.022,1.1,true
Katyayani Fall Army Worm Lure (SPODOPTERA FRUGIPERDA) 1 Pc x 5,K-901,K-6436,5,0.0165,true,Katyayani Fall Army Worm Lure (SPODOPTERA FRUGIPERDA) 1 Pc x 1,0.0033,0.0165,true
Katyayani alphacypermethrin 5% wp 1kg x 100,K-1254,K-5833,100,110,false,Katyayani alphacypermethrin 5% wp 1kg x 1,1.1,110,true
Katyayani Katappa - Cartap hydrochloride 4% GR 1 kg x 10,K-6477,K-5931,10,11,false,Katyayani Katappa - Cartap hydrochloride 4% GR 1kg x 1,1.1,11,true
Katyayani KACIN (abamectin 1.9) 100ml x 5,K-5463,K-5461,5,0.55,false,Katyayani KACIN (abamectin 1.9) 100ml x 1,0.11,0.55,true
Katyayani Chloro 50 - Chlorpyriphos 50% EC 1 Ltr x 50,K-1313,K-1308,50,55,false,Katyayani Chloro 50 - Chlorpyriphos 50% EC 1 Ltr x 1,1.1,55,true
Katyayani AAKRAMAK PLUS (Novaluron 5.25% + Indoxacarb 4.5%) 1Ltr x 10,K-5580,K-5577,10,11,false,Katyayani AAKRAMAK PLUS (Novaluron 5.25% + Indoxacarb 4.5%) 1Ltr x 1,1.1,11,true
Katyayani K-MITE Hexythiazox 5.45% EC 1 Ltr x 10,K-1279,K-5834,10,11,false,Katyayani K-MITE Hexythiazox 5.45% EC 1Ltr x 1,1.1,11,true
Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 5,K-6679,K-1395,5,0.737,false,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 1,0.1474,0.737,true
Katyayani Fantasy - Fipronil 0.3GR 5kg x 200,K-5103,K-5791,200,1100,false,Katyayani Fantasy - Fipronil 0.3GR 5kg x 1,5.5,1100,true
Katyayani INDOXACARB 14.5% SC 1 Ltr x 10,K-1277,K-5771,10,11,false,Katyayani INDOXACARB 14.5% SC 1 Ltr x 1,1.1,11,true
Katyayani Joker - Fipronil 80% WDG 40 gm x 20,K-1270,K-1266,20,0.88,false,Katyayani Joker - Fipronil 80% WDG 40gm x 1,0.044,0.88,true
Katyayani KEECHAK (tolfenpyrad 15 % ec) 250ml x 4,K-5547,K-5545,4,1.1,false,Katyayani KEECHAK (tolfenpyrad 15 % ec) 250ml x 1,0.275,1.1,true
Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 2,K-1396,K-6683,2,1.1,false,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 1,0.55,1.1,true
Katyayani PINK BOLLWORM lure 1 Pc x 10,K-927,BK-102,10,0.033,false,,,,Parent Not Found
Katyayani Fantastic Chlorantranliprole 0.4% w/w GR 4kg x 40,K-1261,K-5206,40,176,false,Katyayani Fantastic Chlorantranliprole 0.4% w/w GR 4kg x 1,4.4,176,true
Katyayani Deltamethrin 2.5% SC DEL-25 1Ltr x 3,K-5844,K-937,3,3.3,false,Katyayani Deltamethrin 2.5% SC DEL-25 1 ltr x 1,1.1,3.3,true
Katyayani American Bollworm or Tomato Leaf Miner Lure (TUTA ABSOLUTA) 1 Pc x 20,K-884,K-882,20,0.066,false,,,,Parent Not Found
Katyayani Deltamethrin 2.5% SC DEL-25 1Ltr x 5,K-5845,K-937,5,5.5,false,Katyayani Deltamethrin 2.5% SC DEL-25 1 ltr x 1,1.1,5.5,true
Katyayani Joker - Fipronil 80% WDG 40gm x 6,K-1268,K-1266,6,0.264,false,Katyayani Joker - Fipronil 80% WDG 40gm x 1,0.044,0.264,true
Katyayani American Bollworm or Tomato Leaf Miner Lure (TUTA ABSOLUTA) 1 Pc x 50,K-885,K-882,50,0.165,false,,,,Parent Not Found
Katyayani Alphacypermethirin 10% SC 1 ltr x 20,K-938,BK-103,20,22,false,,,,Parent Not Found
Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 2,K-6616,K-1395,2,0.2948,false,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 1,0.1474,0.2948,true
Katyayani Ditox - Diflubenzuron 25% WP 250gm x 12,K-1377,K-1373,12,3.3,false,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 1,0.275,3.3,true
Katyayani Yellow Stem Borer Lure (SCIRPOPHAGA INCERTULAS) 1 Pc x 20,K-925,BK-101,20,0.066,false,,,,Parent Not Found
Katyayani Dr. Neem | Dr. Neem 5000 PPM Insecticide 1 ltr x 5,K-6140,K-6138,5,5.5,false,Katyayani Dr. Neem | Dr. Neem 5000 PPM Insecticide 1 ltr x 1,1.1,5.5,true
Katyayani ALPHA CHLO (Alphacypermethrin 1% + Chlorpyriphos 16% EC) 1 ltr x 50,K-6534,K-6531,50,55,false,Katyayani ALPHA CHLO (Alphacypermethrin 1% + Chlorpyriphos 16% EC) 1 ltr x 1,1.1,55,true
Katyayani Flowering booster 250ml x 3,K-1180,K-19,3,0.825,false,Katyayani Flowering booster 250ml x 1,0.275,0.825,true
Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 1Ltr x 2,K-6569,K-6108,2,2.2,false,Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 1Ltr x 1,1.1,2.2,true
Katyayani Dr Neem 300 | Neem Oil Insecticide 300 ppm 1Ltr x 10,K-6121,K-6099,10,11,false,Katyayani Dr Neem 300 | Neem Oil Insecticide 300 ppm 1Ltr x 1,1.1,11,true
Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 250gm x 6,K-5619,K-5616,6,1.65,false,Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 250gm x 1,0.275,1.65,true
Katyayani OZIL (Spiromesifen 22.9% SC) 50ml x 10,K-5611,K-5608,10,0.55,false,Katyayani OZIL (Spiromesifen 22.9% SC) 50ml x 1,0.055,0.55,true
Katyayani wild animal repllent 1kg x 5,K-5656,K-5654,5,5.5,false,Katyayani wild animal repllent 1kg x 1,1.1,5.5,true
Katyayani Mix micronutrient 100gm x 9,K-08,K-06,9,0.99,false,Katyayani Mix micronutrient 100gm x 1,0.11,0.99,true
Katyayani ALPHA CHLO (Alphacypermethrin 1% + Chlorpyriphos 16% EC) 1 ltr x 30,K-6533,K-6531,30,33,false,Katyayani ALPHA CHLO (Alphacypermethrin 1% + Chlorpyriphos 16% EC) 1 ltr x 1,1.1,33,true
Katyayani VASISHTA (Thiamethoxam 1% + Chlorantraniliprole 0.5%) 2.5kg x 8,K-5595,K-5592,8,22,false,Katyayani VASISHTA (Thiamethoxam 1% + Chlorantraniliprole 0.5%) 2.5kg x 1,2.75,22,true
Katyayani Dr. Neem Prime 5% w/w | Neem Oil Insecticide 1Ltr x 3,K-6113,K-6112,3,3.3,false,Katyayani Dr. Neem Prime 5% w/w | Neem Oil Insecticide 1Ltr x 1,1.1,3.3,true
Katyayani npk 20 20 20 25 kg X 4,K-10520,K-10519,4,110,false,Katyayani npk 20 20 20 25 Kg X 1,27.5,110,true
Katyayani Katappa - Cartap hydrochloride 4% GR 25 KG x 8,K-1323,K-1320,8,220,false,Katyayani Katappa - Cartap hydrochloride 4% GR 25 KG x 1,27.5,220,true
Katyayani Cypermethrin 25% EC 1 Ltr x 10,K-1263,K-5237,10,11,false,Katyayani K-Cyper10 (Cypermethrin 10% EC) 1ltr x 1,1.1,11,true
Katyayani Quino Dust | Quinalphos 1.5% Dp Insecticide Powder 25Kg  x 40,K-6116,K-6133,40,1100,false,Katyayani Quino Dust | Quinalphos 1.5% Dp Insecticide Powder 25kg x 1,27.5,1100,true
Katyayani Thioxam Super plus (THIAMETHOXAM 70% W.S) 100gm x 10,K-6253,K-6235,10,1.1,false,Katyayani Thioxam Super plus (THIAMETHOXAM 70% W.S) 100 gm x 1,0.11,1.1,true
Katyayani wild animal repllent 1kg x 10,K-5657,K-5654,10,11,false,Katyayani wild animal repllent 1kg x 1,1.1,11,true
Katyayani Thioxam Super plus (THIAMETHOXAM 70% W.S) 100 gm x 100,K-6475,K-6235,100,11,false,Katyayani Thioxam Super plus (THIAMETHOXAM 70% W.S) 100 gm x 1,0.11,11,true
Katyayani Flowering booster 250ml x 2,K-20,K-19,2,0.55,false,Katyayani Flowering booster 250ml x 1,0.275,0.55,true
Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 250gm x 20,K-5621,K-5616,20,5.5,false,Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 250gm x 1,0.275,5.5,true
Katyayani IMIDAZOLE (Imidacloprid 18.5% + Hexaconazole 1.5% FS) 1 ltr x 10,K-6509,K-6506,10,11,false,Katyayani IMIDAZOLE (Imidacloprid 18.5% + Hexaconazole 1.5% FS) 1 ltr x 1,1.1,11,true
Katyayani Dr. Neem 3000 | Neem Oil Insecticide 3000 ppm 1Ltr x 5,K-6104,K-6102,5,5.5,false,Katyayani Dr. Neem 3000 | Neem Oil Insecticide 3000 ppm 1Ltr x 1,1.1,5.5,true
Katyayani Ethiocyper 50  (Ethion 40% + Cypermethrin 5%) 1 ltr x 10,K-6538,K-6535,10,11,false,Katyayani Ethiocyper 50  (Ethion 40% + Cypermethrin 5%) 1 ltr x 1,1.1,11,true
Katyayani ACE INDOX (Indoxacarb 14.5% + Acetamiprid 7.7% SC) 100 ml x 20,K-6523,K-6522,20,2.2,false,Katyayani ACE INDOX (Indoxacarb 14.5% + Acetamiprid 7.7% SC) 100 ml x 1,0.11,2.2,true
Katyayani OZIL (Spiromesifen 22.9% SC) 50ml x 2,K-5609,K-5608,2,0.11,false,Katyayani OZIL (Spiromesifen 22.9% SC) 50ml x 1,0.055,0.11,true
Katyayani Flubendiamide 39.35 % sc – Fluben 30ml x 3,K-951,K-1249,3,0.099,false,Katyayani Flubendiamide 39.35 % sc – Fluben 30ml x 1,0.033,0.099,true
Katyayani ALPHA CHLO (Alphacypermethrin 1% + Chlorpyriphos 16% EC) 1 ltr x 20,K-6532,K-6531,20,22,false,Katyayani ALPHA CHLO (Alphacypermethrin 1% + Chlorpyriphos 16% EC) 1 ltr x 1,1.1,22,true
Katyayani Vermicompost 950 gm x 20,K-05,K-6358,20,21.45,true,Katyayani Vermicompost 950 gm x 1,1.045,20.9,false
Katyayani IMIDAZOLE (Imidacloprid 18.5% + Hexaconazole 1.5% FS) 1 ltr x 3,K-6507,K-6506,3,3.3,false,Katyayani IMIDAZOLE (Imidacloprid 18.5% + Hexaconazole 1.5% FS) 1 ltr x 1,1.1,3.3,true
Katyayani VASISHTA (Thiamethoxam 1% + Chlorantraniliprole 0.5%) 2.5kg  x 2,K-5593,K-5592,2,5.5,false,Katyayani VASISHTA (Thiamethoxam 1% + Chlorantraniliprole 0.5%) 2.5kg x 1,2.75,5.5,true
Katyayani ACE INDOX (Indoxacarb 14.5% + Acetamiprid 7.7% SC) 100 ml x 30,K-6524,K-6522,30,3.3,false,Katyayani ACE INDOX (Indoxacarb 14.5% + Acetamiprid 7.7% SC) 100 ml x 1,0.11,3.3,true
Katyayani npk 20 20 20 460gm x 2,K-10,K-09,2,1.012,false,Katyayani npk 20 20 20 460gm x 1,0.506,1.012,true
Katyayani Lenux - Lambdacylhalothrin 10% WP 50 KG X 1,K-6247,K-1178,1,55,false,Katyayani Lenux - Lambdacylhalothrin 10% WP 62.5gm x 1,0.06875,0.06875,false
Katyayani alphacypermethrin 5% wp 1kg x 20,K-1253,K-5833,20,22,false,Katyayani alphacypermethrin 5% wp 1kg x 1,1.1,22,true
Katyayani Malathox 5 | Malathion 5% DP Insecticide Dust Powder 25Kg  x 40,K-6117,K-6134,40,1100,false,Katyayani Malathox 5 | Malathion 5% DP Insecticide Dust Powder 25kg x 1,27.5,1100,true
Katyayani Dr. Neem 3000 | Neem Oil Insecticide 3000 ppm 1Ltr x 10,K-6122,K-6102,10,11,false,Katyayani Dr. Neem 3000 | Neem Oil Insecticide 3000 ppm 1Ltr x 1,1.1,11,true
Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 250gm x 4,K-5618,K-5616,4,1.1,false,Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 250gm x 1,0.275,1.1,true
Katyayani DEL 11 (Deltamethrin 11% W/W EC) 1 ltr x 10,K-6529,K-6526,10,11,false,Katyayani DEL 11 (Deltamethrin 11% W/W EC) 1 ltr x 1,1.1,11,true
Katyayani Dr. Neem 1500 | Neem Oil Insecticide 1500 ppm 1Ltr x 5,K-6107,K-6105,5,5.5,false,Katyayani Dr. Neem 1500 | Neem Oil Insecticide 1500 ppm 1Ltr x 1,1.1,5.5,true
Katyayani Fantasy 292 - Fipronil 2.92% EC 250ml x 40,K-1358,K-1352,40,11,false,Katyayani Fantasy 292 - Fipronil 2.92% EC 250ml x 1,0.275,11,true
Katyayani American Bollworm or Tomato Leaf Miner Lure (TUTA ABSOLUTA) 1 Pc x 5,K-882,K-6435,5,0.0165,true,Katyayani American Bollworm or Tomato Leaf Miner Lure (TUTA ABSOLUTA) 1 Pc x 1,0.0033,0.0165,true
Katyayani Red Palm Weevil Lure (RHYNCHOPHORUS FERRUGINEUS) 1 Pc x 5,K-913,K-5837,5,0.0165,true,Katyayani Red Palm Weevil Lure (RHYNCHOPHORUS FERRUGINEUS) 1 pc x 1,0.0033,0.0165,true
Katyayani wild animal repllent 1kg x 2,K-6570,K-5654,2,2.2,false,Katyayani wild animal repllent 1kg x 1,1.1,2.2,true
Katyayani npk 20 20 20 960 GM X 2,K-1146,K-14,2,2.112,false,Katyayani npk 20 20 20 960gm x 1,1.056,2.112,true
Katyayani Dr. Neem Prime 5% w/w | Neem Oil Insecticide 1Ltr x 5,K-6114,K-6112,5,5.5,false,Katyayani Dr. Neem Prime 5% w/w | Neem Oil Insecticide 1Ltr x 1,1.1,5.5,true
Katyayani Cyper Dust | Cypermethrin 0.25% Insecticide Powder 25Kg  x 40,K-6119,K-6136,40,1100,false,Katyayani Cyper Dust | Cypermethrin 0.25% Insecticide Powder 25kg x 1,27.5,1100,true
Katyayani Flowering booster 250ml x 20,K-23,K-19,20,5.5,false,Katyayani Flowering booster 250ml x 1,0.275,5.5,true
Katyayani Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 5,K-5165,K-5163,5,5.5,false,Katyayani Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 1 ,1.1,5.5,true
Katyayani American Bollworm or Tomato Leaf Miner Lure (TUTA ABSOLUTA) 1 Pc x 10,K-883,K-882,10,0.033,false,,,,Parent Not Found
Katyayani FANTASY GOLD (fipronil 18.87% sc) 1ltr x 10,K-6256,K-6236,10,11,false,Katyayani FANTASY GOLD (fipronil 18.87% sc) 1 ltr x 1,1.1,11,true
Katyayani Ethiocyper 50  (Ethion 40% + Cypermethrin 5%) 1 ltr x 20,K-6539,K-6535,20,22,false,Katyayani Ethiocyper 50  (Ethion 40% + Cypermethrin 5%) 1 ltr x 1,1.1,22,true
Katyayani Sarvashakti 250ml x 4,K-5710,K-5708,4,1.1,false,Katyayani Sarvashakti 250ml x 1,0.275,1.1,true
Katyayani OUTBURST - Broflanilide 300 G/L SC 17ml x 20,K-6044,K-6041,20,0.374,false,,,,Parent Not Found
Katyayani Humic+FULVIC 400 gm x 10,K-6554,K-986,10,4.4,false,Katyayani Humic+FULVIC 400gm x 1,0.44,4.4,true
Katyayani Dichlorvos 76 % EC 1Ltr x 5,K-5219,K-5252,5,5.5,false,Katyayani Dichlorvos 76 % EC 1Ltr x 1,1.1,5.5,true
Katyayani Ethiocyper 50  (Ethion 40% + Cypermethrin 5%) 1 ltr x 5,K-6537,K-6535,5,5.5,false,Katyayani Ethiocyper 50  (Ethion 40% + Cypermethrin 5%) 1 ltr x 1,1.1,5.5,true
Katyayani Fantasy - Fipronil 0.3GR 5kg x 24,K-5102,K-5791,24,132,false,Katyayani Fantasy - Fipronil 0.3GR 5kg x 1,5.5,132,true
Katyayani Quinex (Quinalphos 25 % EC) 1ltr x 100,K-6255,K-5879,100,110,false,Katyayani Quinex (Quinalphos 25 % EC) 1Ltr x 1,1.1,110,true
Katyayani OUTBURST - Broflanilide 300 G/L SC 17ml x 10,K-6043,K-6041,10,0.187,false,,,,Parent Not Found
Katyayani OZIL (Spiromesifen 22.9% SC) 50ml x 4,K-5610,K-5608,4,0.22,false,Katyayani OZIL (Spiromesifen 22.9% SC) 50ml x 1,0.055,0.22,true
Katyayani Dr. Neem | Dr. Neem 5000 PPM Insecticide 1 ltr x 10,K-6141,K-6138,10,11,false,Katyayani Dr. Neem | Dr. Neem 5000 PPM Insecticide 1 ltr x 1,1.1,11,true
Katyayani DEL 11 (Deltamethrin 11% W/W EC) 1 ltr x 3,K-6527,K-6526,3,3.3,false,Katyayani DEL 11 (Deltamethrin 11% W/W EC) 1 ltr x 1,1.1,3.3,true
Katyayani Mix micronutrient 50 KG X 1,K-6223,K-6172,1,55,false,Katyayani Mix micronutrient 25 kg x 1,27.5,27.5,false
Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 1Ltr x 10,K-6111,K-6108,10,11,false,Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 1Ltr x 1,1.1,11,true
Katyayani npk 20 20 20 500GM X 5,K-5997,K-1157,5,2.75,true,Katyayani npk 20 20 20 500gm x 1,0.55,2.75,true
Katyayani IMIDAZOLE (Imidacloprid 18.5% + Hexaconazole 1.5% FS) 1 ltr x 5,K-6508,K-6506,5,5.5,false,Katyayani IMIDAZOLE (Imidacloprid 18.5% + Hexaconazole 1.5% FS) 1 ltr x 1,1.1,5.5,true
Katyayani npk 20 20 20 960gm x 5,K-16,K-14,5,5.28,false,Katyayani npk 20 20 20 960gm x 1,1.056,5.28,true
Katyayani Flowering booster 250ml x 10,K-22,K-19,10,2.75,false,Katyayani Flowering booster 250ml x 1,0.275,2.75,true
Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 1Ltr x 5,K-6110,K-6108,5,5.5,false,Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 1Ltr x 1,1.1,5.5,true
Katyayani Flowering booster 250ml x 4,K-21,K-19,4,1.1,false,Katyayani Flowering booster 250ml x 1,0.275,1.1,true
Katyayani TRIPLE ATTACK WP - VBM 1KG x 2,K-6568,K-5626,2,2.2,false,Katyayani TRIPLE ATTACK WP - VBM 1KG x 1,1.1,2.2,true
Katyayani OUTBURST - Broflanilide 300 G/L SC 17ml x 2,K-6041,K-6040,2,0.0374,true,Katyayani OUTBURST - Broflanilide 300 G/L SC 17ml x 1,0.0187,0.0374,true
Katyayani Mix micronutrient 100gm x 4,K-07,K-06,4,0.44,false,Katyayani Mix micronutrient 100gm x 1,0.11,0.44,true
Katyayani npk 20 20 20 25 kg X 2,K-5949,K-10519,2,55,false,Katyayani npk 20 20 20 25 Kg X 1,27.5,55,true
Katyayani Dr. Neem Prime 5% w/w | Neem Oil Insecticide 1Ltr x 10,K-6115,K-6112,10,11,false,Katyayani Dr. Neem Prime 5% w/w | Neem Oil Insecticide 1Ltr x 1,1.1,11,true
Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 250gm x 3,K-5617,K-5616,3,0.825,false,Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 250gm x 1,0.275,0.825,true
Katyayani Dr. Neem 3000 | Neem Oil Insecticide 3000 ppm 1Ltr x 3,K-6103,K-6102,3,3.3,false,Katyayani Dr. Neem 3000 | Neem Oil Insecticide 3000 ppm 1Ltr x 1,1.1,3.3,true
Katyayani npk 20 20 20 460gm x 5,K-11,K-09,5,2.53,false,Katyayani npk 20 20 20 460gm x 1,0.506,2.53,true
Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 30 ml x 3,K-6153,K-5027,3,0.099,false,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 30ml x 1,0.033,0.099,true
Katyayani Chloropriphos 20 % ec 1 Ltr x 2,K-1282,K-1281,2,2.2,false,Katyayani Chloropriphos 20 % ec 1 Ltr x 1,1.1,2.2,true
