"displayName","sku","parentSku","itemQty","grossWeight","is_parent","parentDisplayName","parentGrossWeight","correctGrossWeight","isCorrectGrossWeight"
"Katyayani Phenthoate 50% EC 250ml x 1","K-5993","K-5993",1,0.275,true,"Katyayani Phenthoate 50% EC 250ml x 1",0.275,0.275,true
"Katyayani OZIL (Spiromesifen 22.9% SC) 25 ltr x 1","K-6267","K-6267",1,27.5,true,"Katyayani OZIL (Spiromesifen 22.9% SC) 25 ltr x 1",27.5,27.5,true
"Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 100 gm x 1","K-6278","K-6278",1,0.11,true,"Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 100 gm x 1",0.11,0.11,true
"Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 100 ml x 1","K-6423","K-6423",1,0.11,true,"Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 100 ml x 1",0.11,0.11,true
"Katyayani Fenva 4 | Fenvalerate 0.4% DP Pesticide 25kg x 1","K-6135","K-6135",1,27.5,true,"Katyayani Fenva 4 | Fenvalerate 0.4% DP Pesticide 25kg x 1",27.5,27.5,true
"Katyayani npk 20 20 20 470gm x 1","K-5873","K-5873",1,0.517,true,"Katyayani npk 20 20 20 470gm x 1",0.517,0.517,true
"Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 250gm x 1","K-5616","K-5616",1,0.275,true,"Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 250gm x 1",0.275,0.275,true
"Katyayani Mosquito Larvicidal Oil 1 ltr x 1","K-6009","K-6009",1,1.1,true,"Katyayani Mosquito Larvicidal Oil 1 ltr x 1",1.1,1.1,true
"Katyayani npk 20 20 20 960gm x 1","K-14","K-14",1,1.056,true,"Katyayani npk 20 20 20 960gm x 1",1.056,1.056,true
"Katyayani yellow traps (30 x 12) 1 pack x 1","K-6360","K-6360",1,0.022,true,"Katyayani yellow traps (30 x 12) 1 pack x 1",0.022,0.022,true
"Katyayani Dr Neem 300 | Neem Oil Insecticide 300 ppm 1Ltr x 1","K-6099","K-6099",1,1.1,true,"Katyayani Dr Neem 300 | Neem Oil Insecticide 300 ppm 1Ltr x 1",1.1,1.1,true
"Katyayani OZIL (Spiromesifen 22.9% SC) 200 ml x 1","K-6433","K-6433",1,0.22,true,"Katyayani OZIL (Spiromesifen 22.9% SC) 200 ml x 1",0.22,0.22,true
"Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 1Ltr x 1","K-6108","K-6108",1,1.1,true,"Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 1Ltr x 1",1.1,1.1,true
"Katyayani Acephate 75% SP 30kg x 1","K-6137","K-6137",1,33,true,"Katyayani Acephate 75% SP 30kg x 1",33,33,true
"Katyayani Phenthoate 50% EC 1 ltr x 1","K-6228","K-6228",1,1.1,true,"Katyayani Phenthoate 50% EC 1 ltr x 1",1.1,1.1,true
"Katyayani Bifenthrin 2.5% EC 1 ltr x 1","K-6418","K-6418",1,1.1,true,"Katyayani Bifenthrin 2.5% EC 1 ltr x 1",1.1,1.1,true
"Katyayani Bug killer 250ml x 1","K-5245","K-5245",1,0.275,true,"Katyayani Bug killer 250ml x 1",0.275,0.275,true
"Katyayani Super Potassium F Humate Flakes 25Kg x 1","K-01","K-01",1,27.5,true,"Katyayani Super Potassium F Humate Flakes 25Kg x 1",27.5,27.5,true
"Katyayani Thioxam Super plus (THIAMETHOXAM 70% W.S) 100 gm x 1","K-6235","K-6235",1,0.11,true,"Katyayani Thioxam Super plus (THIAMETHOXAM 70% W.S) 100 gm x 1",0.11,0.11,true
"Katyayani AAKRAMAK PLUS (Novaluron 5.25% + Indoxacarb 4.5%) 1Ltr x 1","K-5577","K-5577",1,1.1,true,"Katyayani AAKRAMAK PLUS (Novaluron 5.25% + Indoxacarb 4.5%) 1Ltr x 1",1.1,1.1,true
"Katyayani Vermicompost 5 kg x 1","K-1194","K-1194",1,5.5,true,"Katyayani Vermicompost 5 kg x 1",5.5,5.5,true
"Katyayani Triazophos 35% + deltamethrin 1% 1Ltr x 1","K-5939","K-5939",1,1.1,true,"Katyayani Triazophos 35% + deltamethrin 1% 1Ltr x 1",1.1,1.1,true
"Katyayani Cyper Dust | Cypermethrin 0.25% Insecticide Powder 25kg x 1","K-6136","K-6136",1,27.5,true,"Katyayani Cyper Dust | Cypermethrin 0.25% Insecticide Powder 25kg x 1",27.5,27.5,true
"Katyayani Super Potassium F Humate Flakes 10kg x 1","K-10523","K-10523",1,11,true,"Katyayani Super Potassium F Humate Flakes 10kg x 1",11,11,true
"Katyayani Malathox 5 | Malathion 5% DP Insecticide Dust Powder 25kg x 1","K-6134","K-6134",1,27.5,true,"Katyayani Malathox 5 | Malathion 5% DP Insecticide Dust Powder 25kg x 1",27.5,27.5,true
"Katyayani Acephate 75% SP 1 kg x 1","K-6609","K-6609",1,1.1,true,"Katyayani Acephate 75% SP 1 kg x 1",1.1,1.1,true
"Katyayani Phosphamidon 40% SL 500ml x 1","K-6015","K-6015",1,0.55,true,"Katyayani Phosphamidon 40% SL 500ml x 1",0.55,0.55,true
"Katyayani wild animal repllent 1kg x 1","K-5654","K-5654",1,1.1,true,"Katyayani wild animal repllent 1kg x 1",1.1,1.1,true
"Katyayani PHORATE 10% CG 5kg x 1","K-5995","K-5995",1,5.5,true,"Katyayani PHORATE 10% CG 5kg x 1",5.5,5.5,true
"Katyayani Fluxametamide 10% w/w EC 80ml x 1","K-6217","K-6217",1,0.088,true,"Katyayani Fluxametamide 10% w/w EC 80ml x 1",0.088,0.088,true
"Katyayani Metarhizium Anisopliae Bio Insecticide Powder 100gm x 1","K-5798","K-5798",1,0.11,true,"Katyayani Metarhizium Anisopliae Bio Insecticide Powder 100gm x 1",0.11,0.11,true
"Katyayani Dr. Neem 1500 | Neem Oil Insecticide 1500 ppm 1Ltr x 1","K-6105","K-6105",1,1.1,true,"Katyayani Dr. Neem 1500 | Neem Oil Insecticide 1500 ppm 1Ltr x 1",1.1,1.1,true
"Katyayani Flowering booster 300 ml x 1","K-1163","K-1163",1,0.33,true,"Katyayani Flowering booster 300 ml x 1",0.33,0.33,true
"Katyayani Dichlorvos 76 % EC 250ml x 1","K-5983","K-5983",1,0.275,true,"Katyayani Dichlorvos 76 % EC 250ml x 1",0.275,0.275,true
"Katyayani Jackal Lambda 4.9% CS 1Ltr 1Ltr x 1","K-236","K-236",1,1.1,true,"Katyayani Jackal Lambda 4.9% CS 1Ltr 1Ltr x 1",1.1,1.1,true
"Katyayani Fenpyroximate 5% EC 5ltr x 1","K-6083","K-6083",1,5.5,true,"Katyayani Fenpyroximate 5% EC 5ltr x 1",5.5,5.5,true
"Katyayani npk 20 20 20 9.6 kg x 1","K-1122","K-1122",1,10.56,true,"Katyayani npk 20 20 20 9.6 kg x 1",10.56,10.56,true
"Katyayani Dichlorvos 76 % EC 1Ltr x 1","K-5252","K-5252",1,1.1,true,"Katyayani Dichlorvos 76 % EC 1Ltr x 1",1.1,1.1,true
"Katyayani Dr. Neem Prime 5% w/w | Neem Oil Insecticide 1Ltr x 1","K-6112","K-6112",1,1.1,true,"Katyayani Dr. Neem Prime 5% w/w | Neem Oil Insecticide 1Ltr x 1",1.1,1.1,true
"Katyayani Flowering booster 100ml x 1","K-5857","K-5857",1,0.11,true,"Katyayani Flowering booster 100ml x 1",0.11,0.11,true
"Katyayani Phenthoate 50% EC 5ltr x 1","K-6149","K-6149",1,5.5,true,"Katyayani Phenthoate 50% EC 5ltr x 1",5.5,5.5,true
"Katyayani Flowering booster 250ml x 1","K-19","K-19",1,0.275,true,"Katyayani Flowering booster 250ml x 1",0.275,0.275,true
"Katyayani Blue Traps ( 30 x 12) 1 pack x 1","K-5747","K-5747",1,0.022,true,"Katyayani Blue Traps ( 30 x 12) 1 pack x 1",0.022,0.022,true
"Katyayani Bowled + Chlorothalonil 75 % WP 50 kg x 1","K-6543","K-6543",1,55,true,"Katyayani Bowled + Chlorothalonil 75 % WP 50 kg x 1",55,55,true
"Katyayani FANTASY GOLD (fipronil 18.87% sc) 1 ltr x 1","K-6236","K-6236",1,1.1,true,"Katyayani FANTASY GOLD (fipronil 18.87% sc) 1 ltr x 1",1.1,1.1,true
"Katyayani Vermicompost 950 gm x 1","K-6358","K-6358",1,1.045,true,"Katyayani Vermicompost 950 gm x 1",1.045,1.045,true
"Katyayani npk 20 20 20 1 kg x 1","K-6372","K-6372",1,1.1,true,"Katyayani npk 20 20 20 1 kg x 1",1.1,1.1,true
"Katyayani Quino Dust | Quinalphos 1.5% Dp Insecticide Powder 25kg x 1","K-6133","K-6133",1,27.5,true,"Katyayani Quino Dust | Quinalphos 1.5% Dp Insecticide Powder 25kg x 1",27.5,27.5,true
"Katyayani Permethrin 25 % EC 1 Ltr x 1","K-5963","K-5963",1,1.1,true,"Katyayani Permethrin 25 % EC 1 Ltr x 1",1.1,1.1,true
"Katyayani OUTBURST - Broflanilide 300 G/L SC 17ml x 1","K-6040","K-6040",1,0.0187,true,"Katyayani OUTBURST - Broflanilide 300 G/L SC 17ml x 1",0.0187,0.0187,true
"Katyayani PHORATE 10% CG 1kg x 1","K-5994","K-5994",1,1.1,true,"Katyayani PHORATE 10% CG 1kg x 1",1.1,1.1,true
"Katyayani Chloda (Chlorantraniliprole 9.3% + Lambda cyhalothrin 4.6% ZC) 100 ml x 1","K-6234","K-6234",1,0.11,true,"Katyayani Chloda (Chlorantraniliprole 9.3% + Lambda cyhalothrin 4.6% ZC) 100 ml x 1",0.11,0.11,true
"Katyayani npk 20 20 20 900gm x 1","K-5013","K-5013",1,0.99,true,"Katyayani npk 20 20 20 900gm x 1",0.99,0.99,true
"Katyayani Super Potassium F Humate Flakes 12KG X 1","K-6004","K-6004",1,13.2,true,"Katyayani Super Potassium F Humate Flakes 12KG X 1",13.2,13.2,true
"Katyayani Super Potassium F Humate Flakes 1KG X 1","K-5875","K-5875",1,1.1,true,"Katyayani Super Potassium F Humate Flakes 1KG X 1",1.1,1.1,true
"Katyayani Chloro Dust ( Chloropyrifos 1.5% insecticide Powder) 1 kg x 1","K-6220","K-6220",1,1.1,true,"Katyayani Chloro Dust ( Chloropyrifos 1.5% insecticide Powder) 1 kg x 1",1.1,1.1,true
"Katyayani MITE FREE (fenpyroximate 5% SC) 100ml x 1","K-5989","K-5989",1,0.11,true,"Katyayani MITE FREE (fenpyroximate 5% SC) 100ml x 1",0.11,0.11,true
"Katyayani Deltamethrin 2 % EW - DEW 1ltr x 1","K-6024","K-6024",1,1.1,true,"Katyayani Deltamethrin 2 % EW - DEW 1ltr x 1",1.1,1.1,true
"Katyayani Mix micronutrient 100gm x 1","K-06","K-06",1,0.11,true,"Katyayani Mix micronutrient 100gm x 1",0.11,0.11,true
"Katyayani OZIL (Spiromesifen 22.9% SC) 1 Liter x 1","K-6672","K-6672",1,1.1,true,"Katyayani OZIL (Spiromesifen 22.9% SC) 1 Liter x 1",1.1,1.1,true
"Katyayani ACE INDOX (Indoxacarb 14.5% + Acetamiprid 7.7% SC) 100 ml x 1","K-6522","K-6522",1,0.11,true,"Katyayani ACE INDOX (Indoxacarb 14.5% + Acetamiprid 7.7% SC) 100 ml x 1",0.11,0.11,true
"Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 250 ml x 1","K-6710","K-6710",1,0.275,true,"Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 250 ml x 1",0.275,0.275,true
"Katyayani Bifenthrin 10% Ec W/W 1 ltr x 1","K-6259","K-6259",1,1.1,true,"Katyayani Bifenthrin 10% Ec W/W 1 ltr x 1",1.1,1.1,true
"Katyayani Dr. Neem 3000 | Neem Oil Insecticide 3000 ppm 1Ltr x 1","K-6102","K-6102",1,1.1,true,"Katyayani Dr. Neem 3000 | Neem Oil Insecticide 3000 ppm 1Ltr x 1",1.1,1.1,true
"Katyayani Triazophos 40% EC 1Ltr x 1","K-5982","K-5982",1,1.1,true,"Katyayani Triazophos 40% EC 1Ltr x 1",1.1,1.1,true
"Katyayani vermicompost 50 kg X 1","K-6222","K-6222",1,55,true,"Katyayani vermicompost 50 kg X 1",55,55,true
"Katyayani Propox 80 (propoxur 80% WP) 25 kg x 1","K-6237","K-6237",1,27.5,true,"Katyayani Propox 80 (propoxur 80% WP) 25 kg x 1",27.5,27.5,true
"Katyayani vermicompost 1 kg x 1","K-1134","K-1134",1,1.1,true,"Katyayani vermicompost 1 kg x 1",1.1,1.1,true
"Katyayani Bowled + Chlorothalonil 75 % WP 20 kg x 1","K-6541","K-6541",1,22,true,"Katyayani Bowled + Chlorothalonil 75 % WP 20 kg x 1",22,22,true
"Katyayani DEL 11 (Deltamethrin 11% W/W EC) 1 ltr x 1","K-6526","K-6526",1,1.1,true,"Katyayani DEL 11 (Deltamethrin 11% W/W EC) 1 ltr x 1",1.1,1.1,true
"Katyayani Chloro Dust ( Chloropyrifos 1.5% insecticide Powder) 25kg x 1","K-6126","K-6126",1,27.5,true,"Katyayani Chloro Dust ( Chloropyrifos 1.5% insecticide Powder) 25kg x 1",27.5,27.5,true
"Katyayani Anti Malarial Oil (Oil Base) 25ltr x 1","K-5044","K-5044",1,27.5,true,"Katyayani Anti Malarial Oil (Oil Base) 25ltr x 1",27.5,27.5,true
"Katyayani FOXY ( Fipronil 4% + Thiomethoxam 4% SC) 1Ltr x 1","K-5588","K-5588",1,1.1,true,"Katyayani FOXY ( Fipronil 4% + Thiomethoxam 4% SC) 1Ltr x 1",1.1,1.1,true
"Katyayani Triazophos 35% + deltamethrin 1% 25 ltr x 1","K-6342","K-6342",1,27.5,true,"Katyayani Triazophos 35% + deltamethrin 1% 25 ltr x 1",27.5,27.5,true
"Katyayani Triazophos 40% EC 250ml x 1","K-5992","K-5992",1,0.275,true,"Katyayani Triazophos 40% EC 250ml x 1",0.275,0.275,true
"Katyayani Fenthion (Fenthion 82.5% EC) 1 ltr x 1","K-6330","K-6330",1,1.1,true,"Katyayani Fenthion (Fenthion 82.5% EC) 1 ltr x 1",1.1,1.1,true
"Katyayani Fenthion (Fenthion 82.5% EC) 25 ltr x 1","K-6315","K-6315",1,27.5,true,"Katyayani Fenthion (Fenthion 82.5% EC) 25 ltr x 1",27.5,27.5,true
"Katyayani Ethiocyper 50  (Ethion 40% + Cypermethrin 5%) 1 ltr x 1","K-6535","K-6535",1,1.1,true,"Katyayani Ethiocyper 50  (Ethion 40% + Cypermethrin 5%) 1 ltr x 1",1.1,1.1,true
"Katyayani OUTBURST - Broflanilide 300 G/L SC 34ml x 1","K-6697","K-6697",1,0.0374,true,"Katyayani OUTBURST - Broflanilide 300 G/L SC 34ml x 1",0.0374,0.0374,true
"Katyayani Super Potassium F Humate Flakes 250gm x 1","K-5864","K-5864",1,0.275,true,"Katyayani Super Potassium F Humate Flakes 250gm x 1",0.275,0.275,true
"Katyayani Phosphamidon 40% SL 250ml x 1","K-6014","K-6014",1,0.275,true,"Katyayani Phosphamidon 40% SL 250ml x 1",0.275,0.275,true
"Katyayani Catalyser - Silicon Super Spreader 100ml x 1","K-30","K-30",1,0.11,true,"Katyayani Catalyser - Silicon Super Spreader 100ml x 1",0.11,0.11,true
"Katyayani Boron 20% 2kg x 1","K-5196","K-5196",1,2.2,true,"Katyayani Boron 20% 2kg x 1",2.2,2.2,true
"Katyayani Copper 12% Edta 1kg x 1","K-5047","K-5047",1,1.1,true,"Katyayani Copper 12% Edta 1kg x 1",1.1,1.1,true
"Katyayani Bhannat Biostimulant 500ml x 1","K-6595","K-6595",1,0.55,true,"Katyayani Bhannat Biostimulant 500ml x 1",0.55,0.55,true
"Katyayani Copper EDTA + Molybdenum 250 gm x 1","K-5230","K-5230",1,0.275,true,"Katyayani Copper EDTA + Molybdenum 250 gm x 1",0.275,0.275,true
"Katyayani Humic+FULVIC 9kg x 1","K-1226","K-1226",1,9.9,true,"Katyayani Humic+FULVIC 9kg x 1",9.9,9.9,true
"Katyayani Biogold 500gm x 1","K-1184","K-1184",1,0.55,true,"Katyayani Biogold 500gm x 1",0.55,0.55,true
"Katyayani Organic Potash 5 kg x 1","K-10527","K-10527",1,5.5,true,"Katyayani Organic Potash 5 kg x 1",5.5,5.5,true
"Katyayani Bloom Booster - Homobrassinolide 0.04 % 100ml x 1","K-65","K-65",1,0.11,true,"Katyayani Bloom Booster - Homobrassinolide 0.04 % 100ml x 1",0.11,0.11,true
"Katyayani Activated Humic Acid + Fulvic Acid 98 + Amminoacid 1 kg x 1","K-6376","K-6376",1,1.1,true,"Katyayani Activated Humic Acid + Fulvic Acid 98 + Amminoacid 1 kg x 1",1.1,1.1,true
"Katyayani Boron 20% 200gm x 1","K-5908","K-5908",1,0.22,true,"Katyayani Boron 20% 200gm x 1",0.22,0.22,true
"Katyayani Humic+FULVIC 4 kg x 1","K-6432","K-6432",1,4.4,true,"Katyayani Humic+FULVIC 4 kg x 1",4.4,4.4,true
"Katyayani Rhizobium spp 1 Ltr x 1","K-69","K-69",1,1.1,true,"Katyayani Rhizobium spp 1 Ltr x 1",1.1,1.1,true
"Katyayani Boron 20% EDTA 10kg x 1","K-6634","K-6634",1,11,true,"Katyayani Boron 20% EDTA 10kg x 1",11,11,true
"Katyayani Azospirillum spp 25Ltr x 1","K-5895","K-5895",1,27.5,true,"Katyayani Azospirillum spp 25Ltr x 1",27.5,27.5,true
"Katyayani Nutritious - Triacontanol 0.1% EW 150 ml x 1","K-6400","K-6400",1,0.165,true,"Katyayani Nutritious - Triacontanol 0.1% EW 150 ml x 1",0.165,0.165,true
"Katyayani Rock Phosphate 950gm x 1","K-166","K-166",1,1.045,true,"Katyayani Rock Phosphate 950gm x 1",1.045,1.045,true
"Katyayani Forchlorfenuron 0.1%-(CPPU) 1000ml x 1","K-126","K-126",1,1.1,true,"Katyayani Forchlorfenuron 0.1%-(CPPU) 1000ml x 1",1.1,1.1,true
"Katyayani Seaweed Extract Liquid 80ml x 1","K-5458","K-5458",1,0.088,true,"Katyayani Seaweed Extract Liquid 80ml x 1",0.088,0.088,true
"Katyayani NPK 00 00 50 470gm x 1","K-945","K-945",1,0.517,true,"Katyayani NPK 00 00 50 470gm x 1",0.517,0.517,true
"Katyayani Catalyser - Silicon Super Spreader 50 ml x 1","K-5070","K-5070",1,0.055,true,"Katyayani Catalyser - Silicon Super Spreader 50 ml x 1",0.055,0.055,true
"Katyayani npk 19 19 19 1 Kg  x 1","K-40","K-40",1,1.1,true,"Katyayani npk 19 19 19 1 Kg  x 1",1.1,1.1,true
"Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 1","K-85","K-85",1,1.1,true,"Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 1",1.1,1.1,true
"Katyayani Epsom Salt 1kg x 1","K-6661","K-6661",1,1.1,true,"Katyayani Epsom Salt 1kg x 1",1.1,1.1,true
"Katyayani Calcium Nitrate 470gm x 1","K-5007","K-5007",1,0.517,true,"Katyayani Calcium Nitrate 470gm x 1",0.517,0.517,true
"Katyayani NPK 13 00 45 1 KG X 1","K-6241","K-6241",1,1.1,true,"Katyayani NPK 13 00 45 1 KG X 1",1.1,1.1,true
"Katyayani Gardening Soil 9.5KG x 1","K-49","K-49",1,10.45,true,"Katyayani Gardening Soil 9.5KG x 1",10.45,10.45,true
"Katyayani FE EDTA Iron 10 kg x 1","K-6637","K-6637",1,11,true,"Katyayani FE EDTA Iron 10 kg x 1",11,11,true
"Katyayani Boron 20% 1kg x 1","K-6028","K-6028",1,1.1,true,"Katyayani Boron 20% 1kg x 1",1.1,1.1,true
"Katyayani Humic+FULVIC 10kg x 1","K-6632","K-6632",1,11,true,"Katyayani Humic+FULVIC 10kg x 1",11,11,true
"Katyayani epsom salt 10kg x 1","K-6639","K-6639",1,11,true,"Katyayani epsom salt 10kg x 1",11,11,true
"Katyayani FE EDTA Iron 25 kg x 1","K-6416","K-6416",1,27.5,true,"Katyayani FE EDTA Iron 25 kg x 1",27.5,27.5,true
"Katyayani Copper EDTA + Molybdenum 7gm x 1","K-5311","K-5311",1,0.0077,true,"Katyayani Copper EDTA + Molybdenum 7gm x 1",0.0077,0.0077,true
"Katyayani Humic+FULVIC 50kg x 1","K-5191","K-5191",1,55,true,"Katyayani Humic+FULVIC 50kg x 1",55,55,true
"Katyayani Calcium EDTA 100 GM X 1","K-10532","K-10532",1,0.11,true,"Katyayani Calcium EDTA 100 GM X 1",0.11,0.11,true
"Katyayani Nutritious - Triacontanol 0.1% EW 100 ml X 1","K-5754","K-5754",1,0.11,true,"Katyayani Nutritious - Triacontanol 0.1% EW 100 ml X 1",0.11,0.11,true
"Katyayani NPK 13 00 45 470gm x 1","K-939","K-939",1,0.517,true,"Katyayani NPK 13 00 45 470gm x 1",0.517,0.517,true
"Katyayani npk 19 19 19 50kg x 1","K-45","K-45",1,55,true,"Katyayani npk 19 19 19 50kg x 1",55,55,true
"Katyayani Manganese EDTA 12% 300gm x 1","K-5306","K-5306",1,0.33,true,"Katyayani Manganese EDTA 12% 300gm x 1",0.33,0.33,true
"Katyayani Rootfast Liquid 250ml x 1","K-881","K-881",1,0.275,true,"Katyayani Rootfast Liquid 250ml x 1",0.275,0.275,true
"Katyayani npk 19 19 19 970gm x 1","K-1192","K-1192",1,1.067,true,"Katyayani npk 19 19 19 970gm x 1",1.067,1.067,true
"Katyayani Azotobacter spp 25 ltr x 1","K-6371","K-6371",1,27.5,true,"Katyayani Azotobacter spp 25 ltr x 1",27.5,27.5,true
"Katyayani Fast - Paclobutrazol 23% SC 1000ml x 1","K-36","K-36",1,1.1,true,"Katyayani Fast - Paclobutrazol 23% SC 1000ml x 1",1.1,1.1,true
"Katyayani NPK 00 52 34 10 kg  x 1","K-10529","K-10529",1,11,true,"Katyayani NPK 00 52 34 10 kg  x 1",11,11,true
"Katyayani Humic+FULVIC 100gm x 1","K-5328","K-5328",1,0.11,true,"Katyayani Humic+FULVIC 100gm x 1",0.11,0.11,true
"Katyayani Seaweed Extract Powder 450 gm x 1","K-51","K-51",1,0.495,true,"Katyayani Seaweed Extract Powder 450 gm x 1",0.495,0.495,true
"Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 100 ml x 1","K-6275","K-6275",1,0.11,true,"Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 100 ml x 1",0.11,0.11,true
"Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 25 ltr x 1","K-6369","K-6369",1,27.5,true,"Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 25 ltr x 1",27.5,27.5,true
"Katyayani Humic+FULVIC 250gm X 1","K-1176","K-1176",1,0.275,true,"Katyayani Humic+FULVIC 250gm X 1",0.275,0.275,true
"Katyayani Calcium EDTA 25 KG x 1","K-1319","K-1319",1,27.5,true,"Katyayani Calcium EDTA 25 KG x 1",27.5,27.5,true
"Katyayani NPK 00 00 50 950 gm x 1","K-10528","K-10528",1,1.045,true,"Katyayani NPK 00 00 50 950 gm x 1",1.045,1.045,true
"Katyayani Catalyser - Silicon Super Spreader 250ml x 1","K-31","K-31",1,0.275,true,"Katyayani Catalyser - Silicon Super Spreader 250ml x 1",0.275,0.275,true
"Katyayani compost activator 100ml x 1","K-5830","K-5830",1,0.11,true,"Katyayani compost activator 100ml x 1",0.11,0.11,true
"Katyayani NPK 00 52 34 950gm x 1","K-1150","K-1150",1,1.045,true,"Katyayani NPK 00 52 34 950gm x 1",1.045,1.045,true
"Katyayani Calcium EDTA 50gm x 1","K-5247","K-5247",1,0.055,true,"Katyayani Calcium EDTA 50gm x 1",0.055,0.055,true
"Katyayani Calcium EDTA 10 KG x 1","K-6638","K-6638",1,11,true,"Katyayani Calcium EDTA 10 KG x 1",11,11,true
"Katyayani Seaweed Extract Powder 25 kg x 1","K-6258","K-6258",1,27.5,true,"Katyayani Seaweed Extract Powder 25 kg x 1",27.5,27.5,true
"Katyayani Boron 20% 250gm x 1","K-5069","K-5069",1,0.275,true,"Katyayani Boron 20% 250gm x 1",0.275,0.275,true
"Katyayani MYCORRHIZA 470gm x 1","K-980","K-980",1,0.517,true,"Katyayani MYCORRHIZA 470gm x 1",0.517,0.517,true
"Katyayani epsom salt 530gm x 1","K-5080","K-5080",1,0.583,true,"Katyayani epsom salt 530gm x 1",0.583,0.583,true
"Katyayani Mix micronutrient 30 gm x 1","K-5001","K-5001",1,0.033,true,"Katyayani Mix micronutrient 30 gm x 1",0.033,0.033,true
"Katyayani Magnesium Sulfate / Epsom salt 50 KG X 1","K-6225","K-6225",1,55,true,"Katyayani Magnesium Sulfate / Epsom salt 50 KG X 1",55,55,true
"Katyayani Gibberellic Acid 0.001% PGR 250 ml x 1","K-52","K-52",1,0.275,true,"Katyayani Gibberellic Acid 0.001% PGR 250 ml x 1",0.275,0.275,true
"Katyayani zinc edta 12 % 970gm x 1","K-5324","K-5324",1,1.067,true,"Katyayani zinc edta 12 % 970gm x 1",1.067,1.067,true
"Katyayani Sulphur & Iron Bacteria 1 Ltr x 1","K-97","K-97",1,1.1,true,"Katyayani Sulphur & Iron Bacteria 1 Ltr x 1",1.1,1.1,true
"Katyayani Forchlorfenuron 0.1%-(CPPU) 250ml x 1","K-124","K-124",1,0.275,true,"Katyayani Forchlorfenuron 0.1%-(CPPU) 250ml x 1",0.275,0.275,true
"Katyayani Hydroponic Leafy B 400ml x 1","K-1327","K-1327",1,0.44,true,"Katyayani Hydroponic Leafy B 400ml x 1",0.44,0.44,true
"Katyayani Ph Up 900 ml x 1","K-984","K-984",1,0.99,true,"Katyayani Ph Up 900 ml x 1",0.99,0.99,true
"Katyayani Calcium Nitrate 397gm x 1","K-5858","K-5858",1,0.4367,true,"Katyayani Calcium Nitrate 397gm x 1",0.4367,0.4367,true
"Katyayani cow manure 9.5KG x 1","K-47","K-47",1,10.45,true,"Katyayani cow manure 9.5KG x 1",10.45,10.45,true
"Katyayani seaweed extract liquid 25 LTR X 1","K-6062","K-6062",1,27.5,true,"Katyayani seaweed extract liquid 25 LTR X 1",27.5,27.5,true
"Katyayani Bhannat Biostimulant 1 Ltr x 1","K-142","K-142",1,1.1,true,"Katyayani Bhannat Biostimulant 1 Ltr x 1",1.1,1.1,true
"Katyayani Manganese EDTA 12% 950gm x 1","K-5239","K-5239",1,1.045,true,"Katyayani Manganese EDTA 12% 950gm x 1",1.045,1.045,true
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 500ml x 1","K-1148","K-1148",1,0.55,true,"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 500ml x 1",0.55,0.55,true
"Katyayani Boron 20% 500gm x 1","K-6027","K-6027",1,0.55,true,"Katyayani Boron 20% 500gm x 1",0.55,0.55,true
"Katyayani Organic Potash 950gm x 1","K-1115","K-1115",1,1.045,true,"Katyayani Organic Potash 950gm x 1",1.045,1.045,true
"Katyayani NPK 00 00 50 100gm x 1","K-5474","K-5474",1,0.11,true,"Katyayani NPK 00 00 50 100gm x 1",0.11,0.11,true
"Katyayani Potash Mobilizing Bacteria 50 ltr x 1","K-5827","K-5827",1,55,true,"Katyayani Potash Mobilizing Bacteria 50 ltr x 1",55,55,true
"Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 1","K-109","K-109",1,1.1,true,"Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 1",1.1,1.1,true
"Katyayani NPK 00 52 34 9.4 Kg x 1","K-120","K-120",1,10.34,true,"Katyayani NPK 00 52 34 9.4 Kg x 1",10.34,10.34,true
